"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(1, 1, 1)","(9.33865987676737, 4.080295537411807, 4.493177257924216)","27","75","125","69","125","74","125"
"(1, 1, 1)","(2.4289336895957128, 3.3064937024643353, 4.031356880776505)","28","0","125","0","125","2","125"
"(1, 1, 1)","(-1.565081115509086, 3.214572009875468, 4.366734735167469)","29","24","125","27","125","23","125"
"(1, 1, 1)","(-8.326745947809552, 2.4186579290782912, 3.998914473553338)","30","85","125","93","125","87","125"
"(1, 1, 1)","(8.900966393777146, 4.728569183030116, 4.052313581259492)","31","73","125","71","125","72","125"
"(1, 1, 1)","(5.6089623686378705, 5.235400040117584, 3.5204966739804275)","32","39","125","48","125","32","125"
"(1, 1, 1)","(-2.141467548978177, 3.6861264504765856, 4.151195275048425)","33","52","125","38","125","34","125"
"(1, 1, 1)","(-3.6785617070181686, -8.43223311494629, 4.034902923022079)","34","59","125","56","125","57","125"
"(1, 1, 1)","(7.02252151510433, -0.8467000098044402, 4.446000810839051)","35","85","125","91","125","87","125"
"(1, 1, 1)","(1.0071792288024177, 1.9552038161188356, 4.438810828257602)","36","0","125","0","125","8","125"
"(1, 1, 1)","(1.7678933213377057, 9.310191575902028, 3.9768855608808455)","37","65","125","65","125","66","125"
"(1, 1, 1)","(9.8764776529365, 4.812107041082296, 4.423304716572885)","38","60","125","71","125","76","125"
"(1, 1, 1)","(-2.9375746159005356, -2.7403141667371766, 4.012796058782112)","39","93","125","94","125","97","125"
"(1, 1, 1)","(-5.75953746672911, 9.276715894071359, 3.801553423391647)","40","63","125","66","125","56","125"
"(1, 1, 1)","(-6.6822323090082865, -6.258971699410716, 4.431815039205021)","41","50","125","53","125","51","125"
"(1, 1, 1)","(-4.026753235654348, -9.812528165804853, 3.5963558752504965)","42","51","125","58","125","54","125"
"(1, 1, 1)","(2.6097119512596585, -9.726945912857284, 4.430690997565616)","43","79","125","87","125","87","125"
"(1, 1, 1)","(0.04668988565424925, 0.2512264654907739, 3.7585484691726863)","44","0","125","0","125","0","125"
"(1, 1, 1)","(9.820856391123357, 9.87339142049668, 4.203592518006166)","45","56","125","57","125","72","125"
"(1, 1, 1)","(7.4197203947739645, -3.0677498083556998, 3.8105825202118453)","46","76","125","69","125","72","125"
"(1, 1, 1)","(2.011468427331206, -0.5861081537599766, 4.312083152133434)","47","11","125","10","125","6","125"
"(1, 1, 1)","(-5.756739442389145, -8.245316022824852, 4.171930309954691)","48","47","125","55","125","51","125"
"(1, 1, 1)","(4.490485790422662, 1.8732729498228764, 3.93326803719199)","49","31","125","34","125","31","125"
"(1, 1, 1)","(6.417964772392757, -1.1433752107731703, 4.32797930850544)","50","82","125","87","125","84","125"
"(1, 1, 1)","(-6.791084454056289, 0.9280624799258632, 3.6768392137910415)","51","88","125","93","125","82","125"
"(1, 1, 1)","(-9.582966173166751, 2.154393617259995, 4.490746748792899)","52","76","125","85","125","87","125"
"(1, 1, 1)","(4.48850023517352, -4.827423234222152, 3.8296749113008053)","53","77","125","86","125","77","125"
"(1, 1, 1)","(-7.052819413017439, 9.638245665241396, 3.6244690819235528)","54","62","125","64","125","58","125"
"(1, 1, 1)","(-8.29317373205476, -6.58274239289103, 4.463613321583182)","55","45","125","54","125","53","125"
"(1, 1, 1)","(-5.484506885574225, 0.3238134367884449, 4.363823405732285)","56","91","125","98","125","96","125"
"(1, 1, 1)","(-3.7499297857576774, 8.224147507188825, 3.849332549933495)","57","69","125","70","125","66","125"
"(1, 1, 1)","(-7.899606501489307, 5.136397656905771, 3.9206317026822695)","58","93","125","79","125","62","125"
"(1, 1, 1)","(-3.8046044696678694, 5.335120295090137, 3.5542283412585114)","59","78","125","70","125","66","125"
"(1, 1, 1)","(6.230387177307197, 6.589239099683155, 3.659310224400456)","60","71","125","80","125","82","125"
"(1, 1, 1)","(2.6248653618706914, -6.625672325698535, 4.128391376089842)","61","92","125","77","125","62","125"
"(1, 1, 1)","(8.671187442245238, 4.490909303874629, 3.6882658976437286)","62","61","125","75","125","82","125"
"(1, 1, 1)","(4.879576943471719, 4.62609474351688, 4.220496316727257)","63","39","125","52","125","45","125"
"(1, 1, 1)","(-6.035052405635408, 2.0563400072208893, 4.450247481328782)","64","92","125","81","125","63","125"
"(1, 1, 1)","(-7.30372423377659, 6.365942598458975, 3.712835165977979)","65","76","125","65","125","54","125"
"(1, 1, 1)","(-9.093726414247591, -4.082397710629677, 4.381882393102692)","66","49","125","56","125","52","125"
"(1, 1, 1)","(7.18875719610379, 8.09659664609671, 4.2056490589887225)","67","61","125","63","125","80","125"
"(1, 1, 1)","(-8.767868975226582, -7.110440467123724, 4.143221741917714)","68","45","125","53","125","51","125"
"(1, 1, 1)","(-4.645885675492691, 5.84450948382878, 4.332548703062837)","69","65","125","66","125","61","125"
"(1, 1, 1)","(-0.3515331659703502, -2.6682483026586334, 3.948948551702751)","70","96","125","90","125","77","125"
"(1, 1, 1)","(-0.3458547516538957, -2.491947278374047, 4.13684511981341)","71","92","125","89","125","80","125"
"(1, 1, 1)","(-8.365438644778688, 8.911536794594738, 4.35595576607531)","72","68","125","64","125","53","125"
"(1, 1, 1)","(1.7421570906859092, -4.933996380786521, 3.5410097450551685)","73","90","125","80","125","72","125"
"(1, 1, 1)","(0.3805029227999608, 8.329915127355157, 4.404605725184772)","74","65","125","72","125","70","125"
"(1, 1, 1)","(-9.227523091144647, 1.6001819216662376, 3.8219292828494433)","75","67","125","77","125","77","125"
"(1, 1, 1)","(-9.767645879311456, -1.0931545436354728, 4.0699503052104955)","76","52","125","60","125","54","125"
"(1, 1, 1)","(1.5091280004018959, 9.412777563405083, 4.360556528629392)","77","64","125","65","125","74","125"
"(1, 1, 1)","(-1.7623804361864632, -2.0351033653042734, 4.472849399366704)","78","98","125","83","125","72","125"
"(1, 1, 1)","(3.7355290659682243, -7.362021942105972, 4.145494539316297)","79","97","125","78","125","63","125"
"(1, 1, 1)","(-9.03106127454528, 9.357492439901577, 3.6050033084196405)","80","69","125","64","125","55","125"
"(1, 1, 1)","(2.9881194986618613, 0.03803834040546583, 3.6238812922556503)","81","16","125","15","125","9","125"
"(1, 1, 1)","(-0.9729670201368386, 6.734606686223945, 4.240792163436636)","82","68","125","73","125","71","125"
"(1, 1, 1)","(4.504085235771001, -0.27544762434952474, 4.190743785296113)","83","35","125","53","125","41","125"
"(1, 1, 1)","(-1.2818528945002932, 2.219270467308574, 3.995049912652533)","84","44","125","32","125","42","125"
"(1, 1, 1)","(-4.619703893760443, -7.933597445973679, 3.817598301618231)","85","46","125","55","125","54","125"
"(1, 1, 1)","(0.9355382175114446, 6.279210741725343, 4.305535266349451)","86","80","125","82","125","86","125"
"(1, 1, 1)","(0.036379510848508545, 8.618906140674284, 3.537433742801035)","87","69","125","72","125","75","125"
"(1, 1, 1)","(-9.163218135748112, -2.857301712786178, 4.140633573739266)","88","48","125","56","125","51","125"
"(1, 1, 1)","(8.79807097941676, 8.667555586971506, 4.013901825212938)","89","49","125","60","125","74","125"
"(1, 1, 1)","(9.427709499269614, 3.6585610586304824, 4.010369447501767)","90","65","125","68","125","81","125"
"(1, 1, 1)","(4.7983927306812575, -8.988917241832235, 4.227310555397707)","91","69","125","75","125","46","125"
"(1, 1, 1)","(5.197762102511529, -6.545821443810722, 3.7446701513376035)","92","78","125","62","125","54","125"
"(1, 1, 1)","(6.922025186915906, -1.2132821056716914, 4.132922329295377)","93","67","125","73","125","72","125"
"(1, 1, 1)","(-5.899108956676551, 4.748633032730844, 3.842525673768547)","94","74","125","65","125","51","125"
"(1, 1, 1)","(-9.186235737127497, 5.786607875326968, 4.471088201722466)","95","94","125","78","125","63","125"
"(1, 1, 1)","(0.9907173778988998, -9.020115269140792, 3.5126392637533206)","96","69","125","74","125","71","125"
"(1, 1, 1)","(-1.1089684741182566, -7.74549902787808, 3.780271935235385)","97","57","125","57","125","55","125"
"(1, 1, 1)","(9.058511997318845, 0.00032359542407434105, 3.7192703699393164)","98","69","125","67","125","76","125"
"(1, 1, 1)","(-4.9484009469033445, -3.5973226585462985, 3.65498202562694)","99","60","125","57","125","56","125"
"(1, 1, 1)","(-1.8666588479949162, -4.867448255550755, 4.24673773104358)","100","73","125","87","125","82","125"
