"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(1, 1, 1)","(-1.884800878786434, -7.3914056230122815, 4.472928549544164)","46","50","125","50","125","47","125"
"(1, 1, 1)","(0.31835677905577064, -1.1121446251771836, 3.9804333112197186)","47","90","125","90","125","64","125"
"(1, 1, 1)","(7.167300978585935, 1.2643644632249185, 4.006103450999424)","48","36","125","31","125","21","125"
"(1, 1, 1)","(-7.190308244123709, 7.983515736172674, 3.5167673758868823)","49","94","125","83","125","66","125"
"(1, 1, 1)","(5.763030355813228, -0.08308322178580418, 3.8085763478095758)","50","19","125","14","125","10","125"
"(1, 1, 1)","(4.75507438343544, -1.7993137194421838, 3.839877283178131)","51","84","125","85","125","94","125"
"(1, 1, 1)","(-1.934559887382827, 4.879515264403025, 4.475103601503803)","52","82","125","79","125","84","125"
"(1, 1, 1)","(-0.10536751573241254, 9.954038518337963, 3.8566055204226792)","53","64","125","66","125","72","125"
"(1, 1, 1)","(-4.9114431009710895, -2.3921752213783787, 3.5360805336039265)","54","51","125","59","125","54","125"
"(1, 1, 1)","(9.747801374345261, -7.768497639861471, 3.622251646152478)","55","82","125","71","125","63","125"
"(1, 1, 1)","(-2.69873225857705, 6.082441097361819, 3.5454456502688414)","56","75","125","71","125","68","125"
"(1, 1, 1)","(2.190571797735899, 0.14782308658974408, 4.400301455100462)","57","12","125","10","125","6","125"
"(1, 1, 1)","(-6.485911622507812, -9.635183657240667, 4.374995706344277)","58","46","125","47","125","45","125"
"(1, 1, 1)","(-2.7960112534874026, 0.6822227130858423, 3.9875136023988222)","59","90","125","91","125","87","125"
"(1, 1, 1)","(-4.777994877373047, -4.080466479637437, 3.7197919402255932)","60","54","125","50","125","52","125"
"(1, 1, 1)","(7.525565018865191, 4.037935252860281, 4.031998502681133)","61","53","125","44","125","48","125"
"(1, 1, 1)","(0.9061564844602863, -8.072226639958153, 4.343003811150518)","62","51","125","53","125","57","125"
"(1, 1, 1)","(-5.66832757958637, -3.847685827237088, 3.5096350701263224)","63","59","125","51","125","50","125"
"(1, 1, 1)","(0.2314458957843577, 7.053326465007217, 4.387348329925239)","64","75","125","90","125","95","125"
"(1, 1, 1)","(-2.8910973976658223, -7.281736469122411, 4.248369571019221)","65","50","125","50","125","49","125"
"(1, 1, 1)","(7.287682532362346, -9.5990487954715, 3.806108855607121)","66","89","125","87","125","78","125"
"(1, 1, 1)","(5.818170404095326, -7.61052267559805, 3.7888182490436435)","67","86","125","89","125","78","125"
"(1, 1, 1)","(7.716120964992118, -6.279628727423114, 3.7458790472523704)","68","84","125","75","125","66","125"
"(1, 1, 1)","(8.12398855203881, -4.0810701582818805, 3.9494713672960176)","69","70","125","70","125","59","125"
"(1, 1, 1)","(-0.15176837140678856, 7.237739314230868, 4.476319710419323)","70","73","125","87","125","89","125"
"(1, 1, 1)","(5.173363578248136, -1.759201026748185, 3.949799309636673)","71","81","125","76","125","84","125"
"(1, 1, 1)","(6.504343678145553, 0.009745124653788295, 4.497792684296299)","72","74","125","87","125","94","125"
"(1, 1, 1)","(4.8388270713739026, 7.6135355267442115, 4.322569123931589)","73","79","125","80","125","84","125"
"(1, 1, 1)","(-9.796768569975583, 1.6869843015068842, 4.38036728963277)","74","55","125","59","125","60","125"
"(1, 1, 1)","(4.11957754443913, 8.648829912960274, 4.316033259566462)","75","62","125","75","125","77","125"
"(1, 1, 1)","(-0.6959053617541642, 8.794311054271557, 3.7199841213462275)","76","67","125","72","125","71","125"
"(1, 1, 1)","(-9.85981640041688, 8.501247791006104, 4.200085561912752)","77","88","125","90","125","62","125"
"(1, 1, 1)","(-4.503094361382631, -3.5758418203740794, 4.1742172891574905)","78","47","125","50","125","48","125"
"(1, 1, 1)","(-7.562117385350358, 6.821430667431876, 3.6131160754669533)","79","70","125","87","125","62","125"
"(1, 1, 1)","(5.003242339118447, -0.8852330917050129, 4.175362884082549)","80","80","125","85","125","95","125"
"(1, 1, 1)","(4.254490915773115, 1.2269901450531115, 4.463918713650002)","81","12","125","11","125","5","125"
"(1, 1, 1)","(-3.307218386349242, 0.5780076149661113, 4.215404166404236)","82","76","125","84","125","87","125"
"(1, 1, 1)","(-0.8093587867019494, -0.48255244708915335, 3.802207311896658)","83","87","125","90","125","86","125"
"(1, 1, 1)","(-7.256617673468613, -4.782472937108504, 3.50032672205664)","84","56","125","57","125","45","125"
"(1, 1, 1)","(8.30262984410875, -8.02390009352619, 4.011884970360856)","85","97","125","81","125","66","125"
"(1, 1, 1)","(-8.039726071337343, 2.0319410174752477, 4.187857705716551)","86","58","125","65","125","72","125"
"(1, 1, 1)","(0.6420985463545534, -0.8731554488322892, 3.6805021679967105)","87","90","125","90","125","66","125"
"(1, 1, 1)","(9.511990871008258, -5.122321154733225, 4.387688793679617)","88","68","125","62","125","52","125"
"(1, 1, 1)","(-3.3212773804783335, 2.7039582231848307, 3.7653224102042557)","89","100","125","99","125","64","125"
"(1, 1, 1)","(-1.5588873733705206, 5.500843649859515, 4.0541192494776155)","90","78","125","76","125","78","125"
"(1, 1, 1)","(-7.474277334490429, -1.4706777895161025, 4.356841857964023)","91","45","125","49","125","49","125"
"(1, 1, 1)","(-4.769730052330408, 0.5355201368647151, 3.810814662919528)","92","69","125","73","125","77","125"
"(1, 1, 1)","(-8.859966818759474, -0.12627645954762023, 3.8525793241568174)","93","54","125","49","125","49","125"
"(1, 1, 1)","(-2.4161577619230767, -3.46091379668316, 3.5589051367821023)","94","50","125","53","125","54","125"
"(1, 1, 1)","(-5.984540375903338, 3.256070336667932, 3.9279960068862083)","95","83","125","71","125","76","125"
"(1, 1, 1)","(3.055488800913448, 1.8320603131013247, 4.360269880252684)","96","11","125","5","125","5","125"
"(1, 1, 1)","(-9.00389425974518, 5.605890545191418, 4.019739324099035)","97","80","125","75","125","72","125"
"(1, 1, 1)","(5.71803340743215, -0.1983825787949236, 4.3678940843762835)","98","76","125","88","125","94","125"
"(1, 1, 1)","(6.148768016888294, -2.1729638282211834, 4.0963397855593024)","99","74","125","69","125","67","125"
"(1, 1, 1)","(-8.070128411636206, 7.103383294584194, 4.128295134818701)","100","85","125","62","125","64","125"
