"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(1, 1, 1)","(-8.650285060673188, -9.206693382410478, 3.614696804576042)","23","45","125","47","125","44","125"
"(1, 1, 1)","(8.095049779222176, 8.292563345584409, 3.721435728113127)","24","89","125","100","125","95","125"
"(1, 1, 1)","(3.322076983784614, 3.8143904592652085, 4.194638144259316)","25","0","125","0","125","0","125"
"(1, 1, 1)","(-6.348136141375398, -9.494475346535538, 3.589578187736354)","26","53","125","51","125","48","125"
"(1, 1, 1)","(-5.179777025353102, -2.071603567032181, 4.307893991026944)","27","57","125","60","125","57","125"
"(1, 1, 1)","(4.225829631163116, 5.940100367945689, 4.375184057385841)","28","5","125","5","125","8","125"
"(1, 1, 1)","(9.93085842539774, -8.7801908944135, 3.6630155520939294)","29","92","125","79","125","63","125"
"(1, 1, 1)","(1.8846503676597415, 1.6516367263949405, 4.361226238171054)","30","2","125","0","125","1","125"
"(1, 1, 1)","(8.781285700904036, -8.702816799129831, 4.0693735100308865)","31","99","125","84","125","64","125"
"(1, 1, 1)","(-0.12216646110287144, 9.185539285721855, 3.881620215473926)","32","76","125","81","125","92","125"
"(1, 1, 1)","(3.456996700526192, -0.23773889623836553, 3.5166043552469417)","33","0","125","0","125","1","125"
"(1, 1, 1)","(-6.131318336234357, -9.186503096826248, 3.6386643915086143)","34","53","125","52","125","47","125"
"(1, 1, 1)","(-6.00263421398652, -2.0277343925155815, 3.655764747483347)","35","52","125","60","125","55","125"
"(1, 1, 1)","(-2.9414362355903334, -7.686890083559124, 3.643592153183162)","36","50","125","50","125","52","125"
"(1, 1, 1)","(-2.4435262681468934, 7.022933909201544, 4.357226065446405)","37","76","125","73","125","77","125"
"(1, 1, 1)","(4.526959808275443, -8.836160272758276, 4.24245736004511)","38","66","125","69","125","71","125"
"(1, 1, 1)","(3.6403136685356756, 1.6268353657007388, 3.5458502437318766)","39","0","125","1","125","0","125"
"(1, 1, 1)","(9.211091505837416, -6.108097893054875, 3.909880271531386)","40","69","125","66","125","59","125"
"(1, 1, 1)","(0.3863583133879107, 3.7085795825335417, 3.885972479471385)","41","1","125","0","125","3","125"
"(1, 1, 1)","(8.422884567347484, 9.210759810583248, 3.959001037362089)","42","57","125","64","125","69","125"
"(1, 1, 1)","(0.33446965113562044, 4.758265943157438, 3.507619147078362)","43","5","125","5","125","2","125"
"(1, 1, 1)","(0.25444017712360534, -8.214472896039789, 4.4292174023252775)","44","47","125","54","125","54","125"
"(1, 1, 1)","(4.785068897944328, -6.719700754298598, 4.010723011691831)","45","90","125","90","125","81","125"
"(1, 1, 1)","(-4.035992368653238, 7.799409974916816, 4.0260295795296575)","46","70","125","71","125","60","125"
"(1, 1, 1)","(-7.515717553714795, -5.403659911227791, 3.8575145011186667)","47","55","125","53","125","47","125"
"(1, 1, 1)","(-0.6282904407499412, -3.662624625206396, 3.782546620108751)","48","56","125","64","125","67","125"
"(1, 1, 1)","(-1.4791315170969188, -9.828411382076936, 4.129642805648068)","49","49","125","52","125","48","125"
"(1, 1, 1)","(6.904153003689256, -6.220681646408758, 3.6275132507910506)","50","93","125","84","125","67","125"
"(1, 1, 1)","(8.524990037956638, 1.9912102690253537, 4.124076893370404)","51","80","125","89","125","95","125"
"(1, 1, 1)","(-5.68997539793515, -3.1275977044269165, 3.589342639635605)","52","50","125","52","125","53","125"
"(1, 1, 1)","(-5.039524451480258, 2.2866662488739404, 4.428491129551672)","53","87","125","75","125","79","125"
"(1, 1, 1)","(8.049581248729286, 8.795812531583643, 3.887022405069562)","54","58","125","64","125","72","125"
"(1, 1, 1)","(-9.361004774034056, -1.6526651486790414, 4.079502104314209)","55","49","125","51","125","47","125"
"(1, 1, 1)","(6.528489339351715, -4.283453436380665, 4.282798238035854)","56","70","125","73","125","61","125"
"(1, 1, 1)","(4.823697112343762, 6.060219444235866, 3.64395445997964)","57","3","125","1","125","0","125"
"(1, 1, 1)","(2.4890894869003866, -2.411356460410339, 4.050668615672766)","58","90","125","88","125","65","125"
"(1, 1, 1)","(3.1360683752006615, 7.006327220991157, 3.878346417324555)","59","27","125","15","125","10","125"
"(1, 1, 1)","(5.809865363575952, 7.020857890906754, 4.094442323335167)","60","65","125","68","125","63","125"
"(1, 1, 1)","(-9.573621787189532, 7.503791798940554, 3.900087317172885)","61","91","125","87","125","82","125"
"(1, 1, 1)","(1.9482032408881516, 7.07079982574713, 4.071730343186192)","62","51","125","47","125","28","125"
"(1, 1, 1)","(6.885399652093824, 4.489889126823268, 3.5892870328424387)","63","29","125","27","125","19","125"
"(1, 1, 1)","(8.472091283038303, -4.592221550512454, 4.052122450890739)","64","70","125","67","125","59","125"
"(1, 1, 1)","(-9.411229008995916, -5.868955518812021, 4.229312416719187)","65","48","125","47","125","46","125"
"(1, 1, 1)","(-7.506966978552434, -5.79788236421773, 3.7797916719944804)","66","51","125","50","125","46","125"
"(1, 1, 1)","(3.4525903126669526, 4.695837256048041, 3.64031408781229)","67","5","125","5","125","1","125"
"(1, 1, 1)","(2.0771519157671356, 8.905949694503175, 4.2477967742600535)","68","60","125","75","125","83","125"
"(1, 1, 1)","(-3.9883335951793946, 2.4615808939118224, 3.849649463617218)","69","95","125","87","125","83","125"
"(1, 1, 1)","(-6.238207048188224, -7.528265365411107, 3.7467151520542137)","70","53","125","48","125","44","125"
"(1, 1, 1)","(7.430351901216213, -5.066688069194278, 4.287673690001151)","71","68","125","66","125","60","125"
"(1, 1, 1)","(0.997488549017838, -1.1571208526789594, 3.725865640720836)","72","90","125","90","125","65","125"
"(1, 1, 1)","(-5.71084213172883, 9.032883497684693, 3.58945573395309)","73","70","125","65","125","59","125"
"(1, 1, 1)","(2.770182993356185, -6.00588536172721, 3.6732363018949172)","74","71","125","73","125","79","125"
"(1, 1, 1)","(9.15434478650851, -8.681269031199312, 4.317861609473894)","75","91","125","76","125","64","125"
"(1, 1, 1)","(7.9552244972538375, 1.0862498669569494, 4.109967043847325)","76","71","125","90","125","91","125"
"(1, 1, 1)","(9.817867987000447, -4.090937678170015, 3.9207151502439497)","77","65","125","64","125","54","125"
"(1, 1, 1)","(3.3450893001563013, 5.988794742560037, 3.9986599354313537)","78","2","125","2","125","0","125"
"(1, 1, 1)","(8.136722439101653, -9.254565019158207, 4.147575510698235)","79","81","125","57","125","54","125"
"(1, 1, 1)","(2.279210778600355, -6.811464435562131, 4.198621677027739)","80","65","125","73","125","75","125"
"(1, 1, 1)","(-5.2923730788139896, -8.805369387240361, 4.3259096988996335)","81","49","125","46","125","47","125"
"(1, 1, 1)","(3.8264161050018597, 4.932583335890504, 3.517764330617813)","82","5","125","5","125","4","125"
"(1, 1, 1)","(2.5521253705468645, -4.502027025009843, 4.0446084501564545)","83","95","125","86","125","80","125"
"(1, 1, 1)","(-1.1874243760730288, -9.179612589834692, 3.5445456252175327)","84","47","125","53","125","47","125"
"(1, 1, 1)","(0.9165319705665169, 2.9455448108804205, 3.895196543005452)","85","4","125","5","125","3","125"
"(1, 1, 1)","(8.201668529933972, -6.60466216428492, 3.7110419584387273)","86","83","125","77","125","69","125"
"(1, 1, 1)","(7.784814076727898, -4.012147657385972, 4.2881353696032445)","87","70","125","69","125","60","125"
"(1, 1, 1)","(7.778770274327968, -5.063026605041674, 3.7394370254059033)","88","69","125","68","125","62","125"
"(1, 1, 1)","(1.6617228789553238, 2.584780756192684, 3.991927191129446)","89","1","125","0","125","0","125"
"(1, 1, 1)","(0.4933372391612938, 6.317176604723706, 4.109882111880916)","90","84","125","102","125","99","125"
"(1, 1, 1)","(2.23365729978277, -7.45571883924641, 4.4065401617624795)","91","67","125","70","125","74","125"
"(1, 1, 1)","(7.631591872287167, -5.74704105730488, 4.396210779838162)","92","70","125","68","125","59","125"
"(1, 1, 1)","(0.32851797971044405, -0.17816723938549472, 4.136947394522084)","93","90","125","89","125","65","125"
"(1, 1, 1)","(-3.217365526878657, 5.201272818313967, 4.016918745658057)","94","74","125","75","125","63","125"
"(1, 1, 1)","(1.8632125404421593, 9.680499392300387, 3.694668254293287)","95","66","125","67","125","77","125"
"(1, 1, 1)","(0.28411366391812365, -3.621115804554562, 4.424624418551081)","96","73","125","75","125","87","125"
"(1, 1, 1)","(5.713326420131132, 0.8635330148675138, 3.55537347069178)","97","24","125","14","125","10","125"
"(1, 1, 1)","(4.4204965208341385, 8.400655404011744, 4.176107212365751)","98","60","125","69","125","74","125"
"(1, 1, 1)","(-4.939213802067188, 7.707952002863475, 3.696652955230099)","99","69","125","69","125","62","125"
"(1, 1, 1)","(9.9862392385641, -1.206360375570668, 3.6648882353169143)","100","59","125","59","125","59","125"
