"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(1.6461391837144563, -2.841645878882412, 0.5209585611647601)","(5.93514945457345, 4.192156575049314, 4.0328242152473575)","32","7727","13500","7669","13500","7797","13500"
"(-6.562873450942225, 6.740461010180645, -1.341338985974318)","(-4.715299036869887, -8.699310447605367, 3.829932403898407)","33","772","13500","866","13500","832","13500"
"(-2.4775967223805586, -3.616813244601252, 3.589572998363035)","(2.389311028750287, -2.782794574475247, 4.166681852749758)","34","264","13500","169","13500","60","13500"
"(6.8400907210185045, 4.865544157218578, -4.543209469780238)","(-6.4600132858744, 0.36685131780962266, 4.367233343362649)","35","162","13500","151","13500","52","13500"
"(-5.49420233352331, -5.950327573070705, -2.533513958811733)","(0.6167471675436804, 0.3122728573202096, 4.0455446719747625)","36","86","13500","44","13500","46","13500"
"(-3.0779321139474503, 0.598776276356238, 3.2044621788916294)","(2.884969811733722, 8.942590952868436, 3.6512019638735502)","37","6924","13500","7044","13500","7199","13500"
"(6.817310254485522, 3.2164565226087194, -2.6851546079932573)","(2.9499823006298413, -5.1348163513117395, 4.033771088202341)","38","667","13500","586","13500","494","13500"
"(-4.021089956271416, -0.036385983191528595, 5.983689263284422)","(-5.111207386636909, 2.0241367480477397, 3.5376057326904884)","39","183","13500","82","13500","40","13500"
"(6.27694957435399, -4.8450251924621925, -2.8211883138666773)","(2.6354088333013603, -8.303830407416768, 4.2040812393302645)","40","492","13500","636","13500","636","13500"
"(-2.1713050868537924, 3.479434265608742, -3.4011767764243266)","(-2.085538400893703, 9.72883978457127, 3.7189248267994266)","41","3537","13500","3951","13500","4237","13500"
"(9.284568375936827, -0.6249050005798358, -3.4554742135312515)","(4.190583166123627, -5.264495618539502, 4.330133260273236)","42","642","13500","680","13500","568","13500"
"(-3.4561911324936974, 8.803435409087774, -3.0159146597384203)","(9.757401506490893, -6.724744448930706, 3.530541147115256)","43","478","13500","544","13500","505","13500"
"(-3.13701054327241, 5.460473277529024, 0.5614734942843335)","(1.1058416777136042, -1.1413164937225329, 4.0895307217804655)","44","154","13500","86","13500","32","13500"
"(-1.3174051820930006, -1.6114801652920774, 2.7961390015971985)","(7.285423259682375, -9.952254874642488, 3.683929474011751)","45","7098","13500","7205","13500","7104","13500"
"(-1.7655276732001988, 1.18719782051, -2.518611747842831)","(9.78284894165207, -5.663255080032272, 4.056348386272607)","46","816","13500","890","13500","960","13500"
"(1.0919733029299443, -5.724243920421176, -7.088990662247247)","(5.562311230771858, 2.5282376760751006, 4.247232513859933)","47","296","13500","245","13500","122","13500"
"(0.5194212575207041, -1.463526786878611, -7.357970218727399)","(9.20607059288566, -3.2785142400442098, 4.471086963443776)","48","917","13500","958","13500","988","13500"
"(-4.962706785155434, 3.9403096504049087, 0.003743892391732344)","(-3.3722668908550313, -2.3615543293545382, 3.93581059253161)","49","374","13500","379","13500","297","13500"
"(1.4963199271523089, 3.2485115250363537, -2.9779288846083847)","(-9.15846583043432, 0.024675242971561318, 4.206343827028576)","50","840","13500","888","13500","940","13500"
"(8.102516716508365, 1.1651658547979684, 1.2668471211616792)","(-3.7330945554224426, -9.46442129767653, 3.6100795184952794)","51","806","13500","878","13500","964","13500"
"(4.7730256321204285, -4.60919321112888, -4.890263458301365)","(4.270487904137967, 4.398824030761798, 4.191047548622201)","52","462","13500","329","13500","262","13500"
"(-4.491434560114916, -0.34825427521823216, -4.314267386986976)","(-8.617454340229152, 2.745781718760318, 3.963810649309446)","53","7540","13500","7654","13500","7724","13500"
"(1.8044939743344608, -0.6894868505672775, -2.3175568910690307)","(-2.844961682723241, -6.136096395690704, 3.6587524888935086)","54","870","13500","839","13500","961","13500"
"(-1.722856156127666, -8.53407339445032, 1.2673559203876146)","(0.5650722562581496, -9.448459161528246, 4.1146168706626085)","55","395","13500","378","13500","352","13500"
"(-2.872897933253114, 2.662780703894132, 1.3815375272780426)","(6.965114184327298, -9.479905536150504, 3.5024319403819977)","56","5022","13500","5228","13500","5522","13500"
"(4.961408198950212, 5.892224502113003, -2.756339522018841)","(-5.762959837451234, -1.645141339732481, 4.258162443059694)","57","202","13500","179","13500","154","13500"
"(3.9190180812898436, 5.756567924027287, 2.662298108590971)","(6.432946787378388, -6.294916797640719, 3.6191399433325833)","58","7994","13500","7946","13500","7935","13500"
"(-3.8466611324636957, 1.4309328393434502, -6.175862210415548)","(-7.016881145654239, 2.852729879219476, 4.494639122267188)","59","7342","13500","7326","13500","7422","13500"
"(0.11186440073433994, 7.180237594810335, -6.3051095088848275)","(9.408054184045568, 1.2897848857038081, 4.33733515125617)","60","851","13500","920","13500","933","13500"
"(-8.147341139048859, -0.5616387389178971, 3.4634006477660435)","(-2.155971018977361, 2.466361547405791, 3.661586254283502)","61","82","13500","32","13500","6","13500"
"(4.504825777771923, 4.342414798289936, 4.422358492735073)","(8.705750824699695, 2.20960049248815, 4.455675768748234)","62","338","13500","326","13500","338","13500"
"(5.98509708335786, -2.941130387233096, 3.6107518737927324)","(-1.6181229860874584, -9.511427113228256, 3.8100859026859237)","63","762","13500","848","13500","914","13500"
"(2.970573043619998, 8.111482493217547, 0.7997978360716533)","(9.561107172035946, -3.1986272195530923, 3.8861418650729815)","64","7292","13500","7310","13500","7332","13500"
"(-5.743042093983852, -4.062859201638838, -6.6166903630132845)","(-4.729213791288512, 3.612948973708569, 4.43417049942597)","65","533","13500","434","13500","293","13500"
"(9.141606089090251, -0.6267754516637671, 0.5690797153683173)","(6.3395165320932065, -0.6219172778834405, 4.382163366000168)","66","266","13500","175","13500","140","13500"
"(-3.041385270490991, -6.331114292452659, -4.5718680364050845)","(6.55742329074036, 8.675141109643484, 3.5897485612162314)","67","678","13500","701","13500","624","13500"
"(5.644539025942162, 2.547634103825204, 3.5687834389563107)","(8.959573032986103, 0.1499889519952795, 4.0634283101385895)","68","372","13500","440","13500","410","13500"
"(6.03337783576765, -4.610648514788624, -4.554616103230079)","(-7.024730046400114, -3.3087563249793455, 4.075891736949058)","69","732","13500","577","13500","447","13500"
"(0.6302683573389296, 2.1127998362650975, 9.21014850283742)","(5.621709855128405, 0.11782441441767588, 4.257532606948004)","70","190","13500","132","13500","60","13500"
"(-6.528661516244151, -5.100348875256412, 4.479149993654501)","(-7.191720112559279, -5.374217611312808, 4.444583707721159)","71","478","13500","382","13500","376","13500"
"(3.152035400955325, 5.669539376964033, -6.4917691173149095)","(-9.758400537394163, 4.737267583766966, 4.162401679758397)","72","871","13500","953","13500","1012","13500"
"(-6.357920048515486, -5.136931250419799, 5.03071179227527)","(7.485302688493533, 3.7149382387529037, 4.222287460137179)","73","496","13500","565","13500","759","13500"
"(-2.5013159423316518, -2.2595060942354723, 1.3182117007816685)","(-5.6938559512371985, 2.115097486355932, 4.287916014601678)","74","798","13500","818","13500","735","13500"
"(-3.643546563144299, -0.294751758173318, -1.6028943758171061)","(8.350392970061094, 4.4019663509947335, 3.814357667019697)","75","772","13500","860","13500","941","13500"
"(-7.193529632890411, -3.6605715041552065, 4.788537984910783)","(-7.735775022726868, 0.3128395097308623, 4.280243244114823)","76","383","13500","316","13500","284","13500"
"(-1.7905031119297112, -6.095577862756382, 5.654517951933622)","(-9.320733509956774, -9.333086658145985, 4.156067928514263)","77","748","13500","814","13500","970","13500"
"(-0.28524685575776343, 7.280224841477887, -5.9646668281522786)","(2.7769339617978837, -3.0432421078300287, 4.031763929955411)","78","96","13500","38","13500","0","13500"
"(1.2844218620659693, 5.487574123299404, 3.8778283531959032)","(-0.5018568265290551, 7.391877406290462, 4.0084340484527585)","79","376","13500","356","13500","302","13500"
"(5.681853645098174, -4.759785445878397, 2.4261518844078673)","(1.084802872054702, -4.626906761144836, 4.359582224876295)","80","276","13500","177","13500","220","13500"
"(0.92323385474089, 1.9026891663899854, 2.119049640511452)","(2.9397096354655954, 3.748272614920685, 4.457937412570196)","81","630","13500","694","13500","572","13500"
"(-4.415455221140206, 2.2428175589358044, -7.715624227573728)","(3.263367677651356, -1.8905175302111346, 3.9804045483280226)","82","28","13500","32","13500","2","13500"
"(-8.220735534427307, -3.843884719032048, 3.054999379085758)","(1.4894309953807223, 4.1410257071641325, 3.585275538393951)","83","292","13500","240","13500","122","13500"
"(-9.704663448286606, -1.8877811524861352, -0.044528018865547435)","(-3.904235403156311, -1.2918663483177433, 4.430571210618315)","84","259","13500","187","13500","178","13500"
"(-7.842122574039736, -3.3862153067430825, -2.3560867723825405)","(-8.564030513629685, 1.465163892954637, 3.594744814643586)","85","672","13500","696","13500","622","13500"
"(2.5208813464775366, -3.7123757034192555, -3.3772702825771397)","(9.088919547619508, -3.3972490934769244, 4.192066016811076)","86","7439","13500","7589","13500","7491","13500"
"(-6.79743070046568, -6.35410938208514, -0.11932108439521848)","(-1.4973699639025781, 7.2092090816308065, 3.7252236437105006)","87","719","13500","599","13500","486","13500"
"(-4.613707764736524, 4.979906112867835, 2.37826259284373)","(7.814903285482664, 7.064579631045081, 3.65810160511178)","88","7209","13500","7286","13500","7320","13500"
"(2.714739257564787, -5.487811125577754, 0.6948429574598884)","(-6.991498550635729, -2.991464710297043, 3.6113555507295994)","89","7511","13500","7476","13500","7454","13500"
"(-1.341458265422907, 4.828142824155162, -5.844219054734552)","(-1.8303179522002555, -8.7735159244394, 3.7232401571674196)","90","564","13500","618","13500","608","13500"
"(-4.175624280014316, -8.333703688059703, -1.5380954415611334)","(3.845195099090864, -1.86678103080866, 3.5901101711116783)","91","218","13500","145","13500","68","13500"
"(5.959314385202411, 5.127348568789275, 6.024446452071635)","(-0.3322590801612879, -7.9521904304643805, 3.811455249570857)","92","855","13500","923","13500","1019","13500"
"(-3.762422685062596, 3.846739999396946, 4.8918472702040745)","(-0.07956774462169491, 1.6804679023705678, 4.289244398128128)","93","100","13500","92","13500","68","13500"
"(0.9632953503506887, 6.160322416332956, 2.054864443301467)","(-6.726409845913491, -5.550510442632963, 4.420565812383116)","94","792","13500","780","13500","888","13500"
"(5.49080420386639, -4.619950743363047, -5.100612853359646)","(-9.172715602106287, -7.371960078468112, 4.360152118906595)","95","7174","13500","7141","13500","7281","13500"
"(6.078676024081242, -0.13062547927656654, -5.719342506898833)","(-2.78883912516706, -3.385086062164275, 3.613291592485341)","96","144","13500","64","13500","6","13500"
"(-3.1016589305973263, 2.098268244192234, -4.6266303158714335)","(9.991269561306666, -2.0876551162738455, 3.78298957074165)","97","812","13500","888","13500","1016","13500"
"(-3.573269219952555, 3.101704435087233, -5.2309511262526875)","(-6.244341894848871, 9.01599884658306, 3.864194114404788)","98","7680","13500","7652","13500","7664","13500"
"(0.3774857027832421, 5.081334879664132, -6.382449112135572)","(4.960782320362984, 3.3758281091518114, 3.8985762767781256)","99","597","13500","519","13500","514","13500"
"(4.236318622767721, -4.66715908614608, -4.594791697756503)","(-1.072758690814517, 2.72282208367092, 4.422497590060249)","100","182","13500","89","13500","90","13500"
"(-5.746985155441868, 6.794109501909199, 3.7102545589118594)","(4.604210931453148, -3.0411137915822195, 4.2385186007701146)","101","358","13500","491","13500","576","13500"
"(-4.810399011959711, 2.9722288168807967, 0.5280584548437753)","(9.966968726241184, 4.716300765252399, 3.9739055054010235)","102","7298","13500","7234","13500","7381","13500"
"(7.6446907923464025, -5.658954960088162, 2.0721137334819546)","(7.88892749384231, 4.6353336580677755, 4.12804628934988)","103","678","13500","785","13500","784","13500"
"(-4.898799632658858, 4.702334884449768, -4.9760927547137435)","(1.2543260583773748, 1.2200140442633902, 4.161573626806362)","104","134","13500","119","13500","52","13500"
"(-5.576542745371556, 0.7597994723577076, 7.916527394216577)","(-8.980354536683034, 0.9089042793217157, 4.493837854153166)","105","358","13500","386","13500","364","13500"
"(4.928904586452334, -3.203281652173655, -5.691829017550639)","(-1.6412552623666539, 7.472166470911333, 3.789188489136713)","106","360","13500","376","13500","344","13500"
"(-5.592091097414037, 1.4578133905346515, 3.80257731602232)","(2.950343107089836, 8.218834873771932, 3.8603496616104795)","107","6864","13500","6937","13500","7158","13500"
"(-4.027367853338311, 1.8672134848284523, -1.4444682280861658)","(-3.9537036187064505, -2.374264671997439, 4.331520375295981)","108","7564","13500","7541","13500","7567","13500"
"(-7.606052064086022, 3.196215312274696, -4.468941447450977)","(-1.9161254204291485, -1.121514212278008, 3.8217138967570614)","109","175","13500","117","13500","94","13500"
"(6.5085300786765785, 5.863861055832227, -3.771925681535417)","(9.143998589767335, 0.17408632430909243, 3.529395737918477)","110","736","13500","790","13500","927","13500"
"(3.3406387985406947, 3.9182375443362285, 1.4575518398787712)","(8.334229440084332, -5.2713592094676525, 4.11051243567915)","111","7072","13500","7217","13500","7318","13500"
"(3.8887705570117035, 3.872651150828253, 4.186808020002902)","(-7.501953228641744, -9.698579831310884, 3.593065714749732)","112","7553","13500","7649","13500","7721","13500"
"(-6.158392478536139, 0.5447375012464558, -5.121747886587222)","(6.1154951175290435, 4.318533968498235, 3.516365315546088)","113","552","13500","502","13500","406","13500"
"(-1.4956379702754927, 2.999304152789293, 4.336374087253659)","(1.8363777665776286, -7.751936591921089, 4.298004645296327)","114","7217","13500","7269","13500","7217","13500"
"(-4.228183646362735, 1.0912342446033825, 3.5526949163644)","(9.89010269500951, -6.034798853914463, 4.227746227739228)","115","7544","13500","7658","13500","7728","13500"
"(-2.022005156926926, 0.9146259595332331, 3.8934616436005975)","(-5.168603165190666, -0.15594523511392744, 3.917668671354011)","116","486","13500","476","13500","428","13500"
"(6.068631359245405, -0.6104604963114044, 4.22682044674758)","(0.05130680957629963, 8.550985957104729, 4.063452760643039)","117","4050","13500","4255","13500","4608","13500"
"(-4.39197990186564, -5.924572147603168, -2.919213655855935)","(-0.0037574704454144126, -7.925279332681723, 3.5621485203460983)","118","666","13500","784","13500","877","13500"
"(-5.7256951668074825, 5.800169353813454, 1.9422098767266298)","(-9.03232109884778, -2.09431751897875, 4.133087202555354)","119","724","13500","824","13500","886","13500"
"(0.6054903039308722, 7.409623136318561, -1.5628844584915704)","(-0.6083553788598444, -9.122705167055564, 4.441064659062688)","120","494","13500","574","13500","620","13500"
"(7.314921684122868, -2.2600419579037085, 6.044226841537821)","(-8.847506152105467, -7.1457265894871185, 3.6799903207952918)","121","7256","13500","7315","13500","7293","13500"
"(-3.0361184384371116, -6.601686611169108, -2.827211539454324)","(-4.064420205997415, -5.922440224950625, 4.1378126856573445)","122","450","13500","643","13500","850","13500"
"(-6.93271321030373, 2.9099840761809177, 2.1572675027711847)","(3.2790083481102172, 3.9413176303151065, 3.7900632360196327)","123","696","13500","726","13500","794","13500"
"(4.198603841843743, -7.063403923385852, 5.325378053492108)","(3.2305929312729535, 3.1507929400091506, 3.583696632877772)","124","274","13500","207","13500","138","13500"
"(1.812446005083017, 2.674915702283031, -9.41500112777269)","(4.74281930392606, 4.433872746349966, 4.261470779712429)","125","586","13500","500","13500","468","13500"
"(1.3611217207495983, 5.345909306613655, 0.25353579695242334)","(6.661325621336147, -7.377182983697377, 3.897469903024681)","126","7330","13500","7288","13500","7314","13500"
"(-2.738036312099483, -4.454018857272212, -5.969211017877605)","(3.862699799027986, -5.037284746382067, 3.8700042117568607)","127","610","13500","693","13500","724","13500"
"(-4.351006266288305, -3.714320606076853, -5.150887630584172)","(-0.8157830850905086, -2.407450368973773, 3.946779405979701)","128","151","13500","119","13500","62","13500"
"(4.9765683272536645, -0.8118995028202182, -4.985196679930244)","(1.8846284464741778, 2.6473655580840862, 3.938926608206602)","129","216","13500","123","13500","76","13500"
"(3.358808204998972, -3.691059409766847, 2.816311226806332)","(9.870581703901212, 1.4744865565658145, 4.460111226245932)","130","775","13500","870","13500","918","13500"
"(0.1987827734972164, -0.408696961409285, 1.9460525604314813)","(-5.288069744602064, -7.737243888938437, 4.48359407984586)","131","7198","13500","7122","13500","7170","13500"
"(-1.7205116004154621, -3.599563468593553, -4.145526221043457)","(4.651759627537672, -1.9774951127306721, 4.398291081815237)","132","659","13500","521","13500","468","13500"
"(-0.3576510264082686, -2.800307216058359, -2.020083770332096)","(-2.9705597323907433, -6.024768170299913, 4.298459879165384)","133","7432","13500","7584","13500","7541","13500"
"(-2.8341411067727016, 5.513474505542067, 1.3693085942565613)","(3.043695797126089, -5.818027387792249, 3.7707489385111628)","134","484","13500","656","13500","634","13500"
"(-6.478423980971377, -6.925793342508837, -1.2901948798264413)","(-4.194432564923893, 7.977388244283976, 3.7889076592602144)","135","834","13500","861","13500","942","13500"
"(-1.0940206493436557, -5.384800894343178, 4.951752218350183)","(-5.909613174774801, 9.315732947021363, 3.8696295166689256)","136","7337","13500","7397","13500","7278","13500"
"(5.073451371930732, -6.476243988110691, 4.117738607442446)","(-1.423925494689918, -9.828084210751417, 4.285234205160479)","137","600","13500","736","13500","842","13500"
"(1.9159813069625986, -5.684870016154675, 5.579402609578914)","(-3.7018488476017524, 0.5686937637409564, 3.9624805995444334)","138","220","13500","142","13500","124","13500"
"(-4.524388714683123, 4.610348202069107, -4.909173847684985)","(-2.2033422195558288, 1.766528703035764, 3.7267294200274375)","139","125","13500","150","13500","20","13500"
"(2.488951770895608, -5.531994075693279, 4.748904113975928)","(-8.859705011156054, -1.168052759937094, 3.803492710819103)","140","7117","13500","7198","13500","7312","13500"
"(-3.8777378825601434, 4.4528913199729905, 3.814401259230706)","(5.116657924926024, 8.46939459869634, 4.203661536720321)","141","828","13500","918","13500","952","13500"
"(-6.325109519770556, -2.8725400927144062, 6.954419613078052)","(-1.0007918254593946, 0.3398352620843177, 3.911842826551915)","142","58","13500","22","13500","0","13500"
"(-4.962747386254679, -0.11067229921078263, -3.270142586306215)","(-5.2727506252829315, -9.174170414693961, 4.097027253596108)","143","7018","13500","7041","13500","7006","13500"
"(-8.03029279253685, 1.8862097709040584, 4.32178282388661)","(2.8228448679369045, 3.030037186264, 4.067642883811359)","144","606","13500","576","13500","520","13500"
"(-3.3333056943995634, 1.2825513661470476, -5.555288771896324)","(-3.275663862523002, 4.182119467156927, 4.112665677271387)","145","520","13500","515","13500","527","13500"
"(2.707462954054215, -4.884925750402275, 0.5177661457483426)","(7.393542906846548, -6.327277505078335, 4.137565727206889)","146","792","13500","885","13500","988","13500"
"(-7.646950990475358, 4.987026261271332, -3.6135883326615335)","(-9.530208748195596, 7.446034827625766, 4.392239451064593)","147","732","13500","818","13500","1008","13500"
"(5.930247737680775, -3.981602009820487, 2.6108680960621005)","(-3.91636034373329, 2.731654827212111, 3.969591162998382)","148","511","13500","629","13500","812","13500"
"(-7.553289022756074, 0.8456792963767286, 4.672174523971438)","(5.835114609373367, -2.7846078300432664, 4.491136949687943)","149","677","13500","732","13500","914","13500"
"(3.9122541568477813, 1.3334565767327755, -6.8500902356343)","(-7.5311961266945175, 3.050785200349022, 3.6548038063320423)","150","626","13500","650","13500","570","13500"
"(0.7572799536576529, -9.348840793926264, -0.4864678927988897)","(0.3892989898430166, 8.25630300681346, 4.017486456767696)","151","336","13500","406","13500","394","13500"
"(1.7763763519640843, 8.415446365665101, -4.787251529217243)","(8.202980335232919, 8.45815543871494, 4.331542672453596)","152","7469","13500","7559","13500","7621","13500"
"(-0.048477610493141816, -3.03641117554586, 2.583428364672299)","(8.715363650029254, 5.841426966238783, 4.080094454120243)","153","7046","13500","7105","13500","7216","13500"
"(-3.6423915202423656, 2.288438231938079, -1.2533491138786979)","(8.591624202565729, 5.485372443517392, 3.8001526750413577)","154","7182","13500","7176","13500","7227","13500"
"(-2.2576457457018106, 3.1514469999063435, -8.141612892606489)","(-8.071045916219584, 3.149342840124918, 4.44993037231236)","155","6733","13500","6984","13500","7364","13500"
"(1.000891769871133, -1.6754849009050048, 4.848165911955951)","(6.534749375984195, 4.695823026419996, 3.6392582512218397)","156","844","13500","911","13500","983","13500"
"(-4.688810501206424, -6.256162889776233, 0.35201144737044976)","(6.243739360497024, 7.380910621356453, 3.749189124286371)","157","600","13500","730","13500","828","13500"
"(1.0533136287737117, 7.352392254350535, 5.6377492571199035)","(-5.434421923212978, 3.3132774890780343, 4.058314482602519)","158","569","13500","524","13500","468","13500"
"(3.677043735939675, -1.288326808652064, 6.652685720829809)","(4.386961774936605, -0.5854014141790209, 3.746992214247249)","159","224","13500","99","13500","34","13500"
"(-4.995542952824577, -0.06861475437761225, 1.9779905019546573)","(-0.3653602633573705, -7.381745997601936, 4.321454057421624)","160","6903","13500","6998","13500","7192","13500"
"(6.984824462392073, -2.6834971997135586, 2.4690657401247664)","(1.5058286777044998, 4.669417560418566, 4.187415381230282)","161","669","13500","614","13500","639","13500"
"(-6.6486487722596515, 0.6124909424125512, -1.898887314202754)","(9.591553969856282, -5.266294550554839, 4.398879103882635)","162","780","13500","880","13500","1008","13500"
"(-5.991737750288909, -6.456223704839895, 3.6057193064833033)","(-8.345458307533908, 1.0762402236130892, 3.6248784477392677)","163","624","13500","630","13500","592","13500"
"(1.3946140484081275, 8.459761421973713, -3.933810121313556)","(-7.264949656958848, 9.854933553997054, 3.7959524200135926)","164","7468","13500","7446","13500","7483","13500"
"(6.89479963142868, 6.913696329710681, 0.1719011277476893)","(-2.2762268038358897, -4.164994153887676, 4.3652080113027)","165","276","13500","359","13500","303","13500"
"(7.960273016016024, 0.7787697506512764, -1.6077424327636327)","(-0.5605295975201585, 2.0945428562433506, 3.792816596289648)","166","438","13500","352","13500","201","13500"
"(-3.074019302735935, 1.7882833253558206, 9.228105938262908)","(6.1427725529963695, -7.330311797475321, 3.849169863574554)","167","6906","13500","7112","13500","7294","13500"
"(6.120006486538424, 4.213028701416303, 4.126849944812192)","(6.640244833054766, -3.922328134087552, 3.8998298930817645)","168","688","13500","643","13500","584","13500"
"(4.896790766836212, -6.651052230903183, 3.930674313872201)","(9.735686576422808, 6.276220919977469, 3.901465820211406)","169","7103","13500","7210","13500","7305","13500"
"(0.5627614565944529, 3.8736393599717327, -3.447033026199204)","(-4.345213160178996, 2.8392073631612043, 4.14840656071423)","170","687","13500","742","13500","747","13500"
"(-5.137158212625378, -1.1215860863203122, 1.694501297046372)","(-6.5193303942583025, -7.218460435454215, 3.928244992554956)","171","780","13500","890","13500","974","13500"
"(-5.366888121449161, -4.902385241113064, 1.4033689823793614)","(-2.094440358257783, -1.8652165421866904, 3.6010845331058308)","172","156","13500","197","13500","72","13500"
"(2.783441769569254, -7.636252301354577, 5.644298818805672)","(1.9113604095297454, 2.631481223576573, 3.815607429300691)","173","345","13500","231","13500","170","13500"
"(0.09347693332479355, -2.807169363682193, -2.724758833457667)","(6.674682720815952, -2.2522286365290096, 4.272826560412427)","174","6856","13500","7071","13500","7285","13500"
"(-3.563368578134643, -7.978208270160181, 0.9521111734287535)","(4.967974304894, 0.6638440198916697, 3.5069046533995016)","175","637","13500","469","13500","455","13500"
