"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-1.5810959502907862, -3.8981697933983264, 7.875180437735013)","(-4.5059321733603275, 7.32292387960775, 4.168621715706582)","13","5113","13500","5102","13500","5387","13500"
"(-7.338599687762189, -1.2070001310892329, -6.097036146014187)","(-7.407262691475975, -7.788631036766722, 4.17729153556455)","14","2680","13500","3084","13500","3372","13500"
"(-3.0707587818688875, 0.1581701537269018, -4.5785996588991535)","(5.331589713975433, -6.809743004373338, 3.944555515339454)","15","1970","13500","2288","13500","2581","13500"
"(2.15216334646952, -5.488491410985812, -4.190473869606921)","(-1.667646650993781, -6.34870436687889, 3.9605641524355537)","16","2394","13500","2736","13500","3177","13500"
"(5.739180268511044, -3.7463830732152767, -0.023427912811483056)","(-5.478553555438113, 7.345351594489802, 3.562409945494111)","17","1523","13500","1702","13500","1773","13500"
"(1.8211976262768257, -6.406122742120571, 2.7807711598039484)","(-6.641777124388108, 9.38443293105421, 3.6651230652731384)","18","2952","13500","3378","13500","3942","13500"
"(-4.28536679687942, 3.7500401671647614, 4.240840391802023)","(3.726892773586286, 4.33605297177882, 4.322968731750832)","19","1135","13500","1010","13500","885","13500"
"(3.937345539555225, 3.968139927949779, -1.1942332000134794)","(5.908624516152123, 5.520504355823753, 3.9260052081175454)","20","1538","13500","1945","13500","2115","13500"
"(-7.305594440794758, -3.817757265962256, -2.3278588452161175)","(8.386678208036592, 7.661830450406118, 4.256612016074345)","21","1472","13500","1844","13500","2085","13500"
"(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","461","13500","498","13500","320","13500"
"(7.480912431032244, 0.5980468198599687, 1.8913967118920516)","(8.19423987038542, 8.15350164257265, 3.954733725966526)","23","2378","13500","2889","13500","3288","13500"
"(3.2835444472019506, 3.839659181017998, 2.2930647414398417)","(-7.808385303081986, 3.3754362560791726, 4.445690899538336)","24","7077","13500","7122","13500","7144","13500"
"(-1.1034475056556803, -2.5034130225708338, 3.1683482847222546)","(-4.133553815562648, 0.880645199604329, 4.357237619265939)","25","1071","13500","909","13500","777","13500"
"(0.051780759269711166, -4.373357121271183, 8.695596569571784)","(8.72300709229713, 9.073499827374867, 3.6399713651305157)","26","7266","13500","7282","13500","7229","13500"
"(2.8233694567646443, 3.810844008490418, 1.164099489292213)","(9.23381730842997, 8.98856155163022, 3.694636167844105)","27","1994","13500","2198","13500","2551","13500"
"(-3.0643889945715235, 5.178854377238401, -6.379281544020033)","(-2.576446121500366, -6.541962963787931, 4.22337918022761)","28","1052","13500","935","13500","1032","13500"
"(-8.947590745910237, 3.6783179310450156, 2.4508628856483994)","(-0.16524202055958348, -1.764162242296468, 4.131440749485751)","29","198","13500","108","13500","4","13500"
"(1.3176803970512811, 7.0939882786027075, 6.4759120792266085)","(7.667892686191891, 3.248117371714592, 4.202107467942193)","30","1330","13500","1331","13500","1303","13500"
"(1.4907798255452713, -0.11155216212225307, 8.598957203397196)","(-1.8204699606457453, 0.46178206204345074, 3.8691572159777703)","31","118","13500","42","13500","0","13500"
"(-6.996501803649116, 4.81427476606921, -3.9233747902505516)","(-5.166471759325901, -0.4166981746057985, 4.453940490614451)","32","1647","13500","1838","13500","1845","13500"
"(2.540832401877411, -8.369885295138166, -1.3907045742227062)","(-8.71087358369876, -2.707159634423837, 4.497449908568897)","33","6967","13500","6985","13500","7048","13500"
"(-0.7395817433616961, 6.357859327141938, 2.455565967075196)","(-0.7667849243847353, -0.316419495648109, 4.086857624064848)","34","188","13500","120","13500","16","13500"
"(-5.796773597969405, -4.515178843524603, -4.541593793454783)","(-3.6536237745416873, 9.003245138441855, 4.128830846574689)","35","2034","13500","2322","13500","2620","13500"
"(-3.622258942143456, -1.017302428669582, 6.407933095381988)","(9.761566177552123, -1.2483228366970867, 3.549864549522984)","36","7321","13500","7335","13500","7297","13500"
"(8.309813289369174, -2.5030697708701903, 3.5434556620350026)","(-6.102588812479879, -1.6992329677362772, 4.146207790779777)","37","1360","13500","1632","13500","1679","13500"
"(3.119354776646437, -8.673519054718659, 3.854548119188869)","(5.218938937740813, -2.477886171609973, 3.8395692481882624)","38","587","13500","533","13500","356","13500"
"(-1.2177644048855865, -2.0674336855191697, 0.20040836117836483)","(-0.003555315946055515, -7.06774221572954, 4.103980372448248)","39","1766","13500","2012","13500","2283","13500"
"(4.304017837356789, -6.60160167591619, 4.364831556737379)","(2.0470558923609072, -4.240196730619057, 4.024511796306066)","40","294","13500","387","13500","174","13500"
"(5.439640148100621, -6.06546825203369, -4.565125501743353)","(-1.8631959203867527, 0.9435764888342746, 3.7722351317012635)","41","132","13500","76","13500","10","13500"
"(1.6499573305130353, -3.889233750536217, 3.9883730467109286)","(-2.6743395674351955, 7.314089175870496, 3.793705684596318)","42","1633","13500","1770","13500","2050","13500"
"(-6.199996304880035, -2.197924197409808, 7.031959984664402)","(5.3738260600594, 8.34402799951729, 3.8009359631159216)","43","7437","13500","7379","13500","7240","13500"
"(-1.1240269082606973, 7.307590846919438, 3.2716644008348323)","(-7.4088659160106225, 0.7261419011255015, 3.6166248428070764)","44","1690","13500","1956","13500","2279","13500"
"(-5.858054406222306, -3.8417731130264676, -0.5205368391120653)","(4.77943700519109, -0.3247522190252887, 4.258101791020941)","45","1030","13500","930","13500","1132","13500"
"(-6.0733243812167075, -0.3364944518107327, 7.203292986848194)","(-9.945150897336772, 9.519781433815837, 3.8392672392879588)","46","1743","13500","1906","13500","2176","13500"
"(-9.26633612437786, 0.390500234314941, 0.5963020233832993)","(-3.7153426378203562, 7.591566592352656, 4.269002856577524)","47","2016","13500","2466","13500","2671","13500"
"(4.263372574314221, 1.7495181645397035, -4.395502754368638)","(-7.608136738131346, -8.24675912495563, 3.6747891278245803)","48","1956","13500","2338","13500","2654","13500"
"(-0.134255545849712, -3.4067831900875856, 2.192565426940033)","(3.4241929086686937, 5.785503117543824, 3.9267645269042184)","49","1552","13500","1636","13500","1802","13500"
"(2.6769780941651544, -5.004511072552299, -4.661581230674061)","(-9.353467970652487, -0.7761233811868244, 3.9692280976516905)","50","1878","13500","2186","13500","2442","13500"
"(-8.485854478711845, 3.3676715446603867, 1.9443442355643696)","(8.383093134639886, 8.734102493224963, 3.5947892734938547)","51","7190","13500","7046","13500","6950","13500"
"(2.874976687909793, 8.60820335781362, -3.8300066906893124)","(5.118317538798934, -5.18903184331819, 4.436425700755439)","52","1451","13500","1497","13500","1473","13500"
"(-2.6515982858172458, 3.267169201097628, 7.623618944361154)","(-3.42163190076535, -5.480750538167641, 4.318880057356973)","53","1602","13500","1780","13500","2084","13500"
"(5.241263743316336, -2.818508868663876, -3.6817866436570044)","(0.39971333328617575, 1.739777578889008, 3.7137163760632927)","54","242","13500","160","13500","0","13500"
"(7.328485051541083, -5.248206590908568, 4.164497405307732)","(4.959729095867827, 4.333729954486431, 4.23389007551607)","55","1591","13500","1667","13500","1522","13500"
"(3.1851851999654333, 5.90742408590662, -3.329176581126293)","(7.873346111998437, -1.474014235266397, 3.6730481179907155)","56","7013","13500","7071","13500","7058","13500"
"(-1.9628349764361603, 3.1594748012713563, -3.397272635731163)","(-7.943422119214343, -0.3006314580736529, 4.189460484069132)","57","7263","13500","7233","13500","7285","13500"
"(4.269610334223613, -2.330709287152629, -4.822532536678503)","(8.366369282436615, 0.4998020914004915, 4.463522361510708)","58","7265","13500","7191","13500","7036","13500"
"(-4.927507644952978, 0.9581293882542006, -1.698476071613592)","(3.076859684850879, 7.308193622017647, 4.307676656921187)","59","6798","13500","6689","13500","6739","13500"
"(1.3566548593794483, -6.035883886628202, -3.0190541250046516)","(-2.3846480819427534, 8.647684800393836, 3.8334810582312944)","60","1639","13500","1943","13500","2198","13500"
"(6.807090947306965, -0.46288068046300174, 1.732695642579609)","(-9.352827667731923, 8.700622503659154, 3.9679556681805948)","61","7328","13500","7504","13500","7464","13500"
"(-0.6163486397286466, -3.7134106224153878, 1.5904260955939127)","(-7.969387258757166, 8.152602009236382, 3.725000588339462)","62","7357","13500","7358","13500","7150","13500"
"(-4.098097302820197, 3.716746130662747, -4.854284186383925)","(-9.466521386454655, 9.50235051943578, 3.9966012397225352)","63","7209","13500","7353","13500","7447","13500"
"(-2.3135670591539648, 4.698435423677519, -4.11495259311096)","(5.635228655530536, 3.5165650601796834, 4.081683164517679)","64","1522","13500","1647","13500","1926","13500"
"(-5.421650864008048, 8.24531154158486, -0.004716548201664134)","(3.9465947020359504, 3.9304480419641443, 4.177183197043632)","65","1664","13500","1900","13500","2169","13500"
"(4.184335664571535, 2.566981149409894, 1.449850271692139)","(-3.852825785408987, -5.239964217751673, 4.146338891115658)","66","2098","13500","2499","13500","2711","13500"
"(2.726700024267583, -4.91318500030425, -4.884263417689368)","(-2.8587638859243487, -8.719215751804386, 3.562109803659742)","67","7353","13500","7196","13500","6961","13500"
"(4.312049268359571, 8.066960407167823, -3.1921629229530355)","(-3.1359830290061996, -8.937056990131996, 4.4341828078488845)","68","1441","13500","1666","13500","1852","13500"
"(-2.5520025302881404, -5.061384659589308, -4.966793702454878)","(-8.601711458072895, -7.620583680484067, 3.5632633988160913)","69","7244","13500","7479","13500","7538","13500"
"(1.7852874293753835, -8.11340601173899, -4.737368181204256)","(-4.163501747443252, 5.199719322616909, 4.23501986292752)","70","814","13500","740","13500","871","13500"
"(2.028784204661137, -3.0745418586792987, 2.8367384313933175)","(-6.352901636391451, -7.870213212757154, 3.8651477033764277)","71","7237","13500","7114","13500","6974","13500"
"(0.9071983173880245, -6.186573500586338, -0.1224923528762882)","(-1.8734315407093955, -1.658743179749651, 4.025368031053053)","72","675","13500","609","13500","539","13500"
"(3.1174661273337567, 1.2256105153873313, 2.5810304440921583)","(-5.814659321059779, 3.1143590516440227, 3.9524312770483814)","73","6889","13500","6911","13500","7080","13500"
"(-6.99306688846303, -6.320428929057723, 3.25602542876955)","(2.5909394018833467, 6.798942125724118, 4.358671991586938)","74","1719","13500","2157","13500","2469","13500"
"(-6.769349840245226, -5.552684098703409, 1.3948681271825396)","(8.082331734270603, -4.620338109564259, 4.386182071218941)","75","7059","13500","6916","13500","6866","13500"
"(4.807888134598556, -4.054039862787872, -2.1443455579789363)","(7.361313234501964, 8.851669163066187, 4.1537294214714855)","76","7283","13500","7275","13500","7272","13500"
"(4.872740907827701, -4.109640160172055, -1.5478734066727995)","(6.356893057668252, 2.670931068784858, 3.6583084308577987)","77","1513","13500","1638","13500","1829","13500"
"(5.086978343746293, 6.692910346010951, -0.4111509292752)","(-5.3161816988516275, -6.5906804066153635, 4.261670715209255)","78","1483","13500","1896","13500","2159","13500"
"(2.7125653158298646, 4.601413030368236, 3.0555722528600477)","(-1.3463198787952617, -4.269908944766875, 3.8437741316118528)","79","1991","13500","2476","13500","2765","13500"
"(5.558158537596594, -4.804830798968331, 4.439512657987099)","(3.143657345223909, 5.032558482945632, 3.7109419409295885)","80","2886","13500","2838","13500","2734","13500"
"(-5.612553351062767, 5.4084585342242155, -5.012771340185535)","(1.7259645850708125, -8.241145467149845, 4.242430977811288)","81","1450","13500","1643","13500","1808","13500"
"(-8.58980995197467, -0.6352235123538309, 1.6736067349536035)","(-5.61344775963841, 3.7346715363993503, 3.505486194615388)","82","1199","13500","1203","13500","1163","13500"
"(-5.6099295977995265, 2.1569339674739654, -1.397058500448427)","(-8.82780288981224, -8.668911772488615, 3.5575075788755948)","83","7257","13500","7217","13500","7108","13500"
"(7.231824242158154, 2.770883995883678, -4.947658271515684)","(6.135306023221695, 3.664201976764538, 4.279922409456413)","84","1895","13500","2349","13500","2749","13500"
"(-0.6747137184483826, 0.6061736290783679, -7.586573486561739)","(5.369209588414673, -1.9327945324955174, 4.165658276417199)","85","1176","13500","1033","13500","1012","13500"
"(7.37600571409018, -2.483487006966036, -4.315646838886665)","(-9.961169117848797, 2.6271169739756814, 3.9405572600590157)","86","2028","13500","2444","13500","2655","13500"
"(6.843751137991397, 3.7108167974401494, -4.9601372830947765)","(-7.94387532460803, -5.232129628555211, 4.059131362854099)","87","1572","13500","1963","13500","2304","13500"
"(6.701488392916047, 0.9816320557035387, 6.312693781643569)","(-2.6198816654818824, 4.292012815730619, 4.214944317235635)","88","1574","13500","1789","13500","2035","13500"
"(-2.663816142948907, -2.543771476429405, -1.887671836969479)","(-4.963954246332034, -6.559438164115672, 4.0314315424346)","89","7306","13500","7499","13500","7501","13500"
"(-1.8807200871413434, -2.501251660817835, -2.3445182838037515)","(-6.7859496701690025, 8.726569230421688, 4.053318079348497)","90","7293","13500","7220","13500","7143","13500"
"(0.777285192350917, 5.654819506502794, 1.343893718556106)","(-5.1282159933180615, 3.2036531426776254, 4.4103963271029)","91","1867","13500","2126","13500","2322","13500"
"(-7.424575993409378, 6.177538463295899, -1.3400337090211911)","(6.21836323891856, -9.107217375080264, 3.7525281547535965)","92","2193","13500","2564","13500","2816","13500"
"(5.748727780577294, -2.8342000385064163, 5.301616560605361)","(-3.0655184260957435, 0.4159716145048993, 3.69473374592578)","93","6845","13500","6858","13500","6956","13500"
"(-1.157940731625967, -7.4049609470983375, -3.968330606968254)","(6.52916206381034, 7.615324246298179, 3.561635296806296)","94","2161","13500","2580","13500","2779","13500"
"(0.6862110838968338, -5.947826656173361, 7.468228806703233)","(1.5150745629989757, -6.662562548465328, 3.847483535535767)","95","963","13500","846","13500","941","13500"
"(-5.756013333842418, -4.123067350350164, 0.7061036849377627)","(9.215849701445709, 1.1253852097933468, 3.7868391709551834)","96","1981","13500","2294","13500","2496","13500"
"(0.5268816109710681, 3.192178242657323, 9.10321983265446)","(-5.966390921027688, 3.2721699149056214, 3.755434287746991)","97","1493","13500","1600","13500","1610","13500"
"(-3.8763760156215823, 3.4825158951647097, -3.9997620006824484)","(3.5368694588240537, -1.6006829889799583, 3.8955388033021445)","98","518","13500","591","13500","370","13500"
"(6.455500458748747, -6.434820205415191, 3.0566260157510245)","(-3.2645634791412936, 3.0468075370057868, 4.138488403211229)","99","611","13500","1067","13500","1059","13500"
"(1.4581118950721796, 0.8388915350073194, -0.9375544116654403)","(-6.166528065602563, 1.999548305401916, 3.5900064576869246)","100","7029","13500","7038","13500","6739","13500"
"(4.935852351349594, -4.362432588806154, 3.114469313007372)","(-2.61968148858905, 2.953676302780778, 4.295366990404752)","101","2037","13500","2402","13500","2655","13500"
"(-4.928177767257141, -4.365407668504034, 5.847969152907072)","(9.059432837577106, 0.5348632750227793, 4.448210091968741)","102","7386","13500","7229","13500","7104","13500"
"(5.4713327338337825, -1.1538078057097192, -2.915866279733867)","(-3.775561891321015, 2.2080807683915094, 3.705448846032529)","103","716","13500","667","13500","593","13500"
"(-1.9957385751788494, -0.488940857518299, -5.427584088394826)","(-0.04386945253425267, -1.7054202581092408, 3.642518927352696)","104","250","13500","162","13500","6","13500"
"(-3.2333966582546547, 2.564427204353776, 3.1759043274863186)","(-9.936000822549456, 8.677586441562006, 3.7771743447884343)","105","7325","13500","7367","13500","7233","13500"
"(1.1879028034616375, 6.112334953226875, -4.060574231996183)","(3.251025862480301, -3.831680226721687, 4.108183982725597)","106","1018","13500","950","13500","939","13500"
"(1.7275298824372487, -9.378481783521336, -1.8409146891397272)","(4.462350551329433, -9.379277821551835, 4.175233403459688)","107","1940","13500","2310","13500","2651","13500"
"(-8.621643789946681, 1.9053717935960364, 2.2374614957894394)","(0.629949548522486, -6.470853719963374, 3.7271661489022074)","108","6777","13500","6834","13500","6853","13500"
"(4.8967971548363005, -7.713898460390779, 3.5914778289383524)","(4.1736653761206615, -6.8884047283827865, 3.648040788893147)","109","1238","13500","1310","13500","1395","13500"
"(5.1658179146485805, 6.635072045966599, -3.867129166664595)","(3.5362929325120724, -3.241569417006347, 3.9146552914835118)","110","1187","13500","1267","13500","1349","13500"
"(-5.634597541778125, -5.346426927549917, 0.048218248540985484)","(6.0931764382774745, 5.665540299944784, 3.6895895524514484)","111","1956","13500","2354","13500","2641","13500"
"(0.7186909319247136, 3.756498282166281, 8.039705458256687)","(3.8292198035263567, 5.302419784004098, 4.354440070065119)","112","1293","13500","1307","13500","1420","13500"
"(-3.272268500242756, -3.8331144015355147, 5.6174722105827986)","(6.412639881581047, -2.719903939556203, 4.425904807778062)","113","6844","13500","6871","13500","6861","13500"
"(1.2815884569076093, 5.220788661482061, -5.531910012369126)","(3.5877901518875515, -6.885678982830894, 4.490793925039888)","114","1868","13500","2334","13500","2550","13500"
"(-2.0551383106451055, -5.88887218282115, 6.187267461352202)","(5.918177562065583, -7.207236905660017, 4.417989433668835)","115","1730","13500","2011","13500","2247","13500"
"(7.245302400825383, 2.864184587168046, 0.2822732914995818)","(-9.13486980225629, -4.018981971548974, 3.6288945295647173)","116","1977","13500","2323","13500","2591","13500"
"(3.3068210650262677, 6.629923110680776, 4.097330717345911)","(-9.335450927739643, 3.550009841917575, 3.63123099628009)","117","7059","13500","7207","13500","7162","13500"
"(4.704425388375645, 0.7425144458675438, -4.757828523630653)","(6.400459000189642, 3.557679564907165, 4.4557672671484)","118","7381","13500","7249","13500","7152","13500"
"(3.598463081610597, -4.18785756243406, 2.3366599453624826)","(-3.225612670230717, -2.1336080961762622, 3.9223113507754856)","119","1567","13500","1775","13500","2060","13500"
"(1.8239027590485974, 6.600359442342173, 0.5903981063773108)","(-8.405096903099938, 0.9071054503025966, 4.107292325009922)","120","7155","13500","7105","13500","7086","13500"
"(-6.681317157009932, -1.9752507692576864, 1.8231256646544693)","(4.23128779018375, -9.961387964251227, 3.7210934059310814)","121","7144","13500","7202","13500","7188","13500"
"(3.387092354627646, 1.70290109228338, 0.16593866558416503)","(5.186255374976138, 9.789652535779098, 4.498570679341483)","122","7342","13500","7319","13500","7286","13500"
"(4.915378303745903, 4.6455740181334635, 0.8875491073755812)","(-3.317498445349516, -3.012083758719413, 4.024853347792398)","123","1221","13500","1587","13500","1829","13500"
"(-5.416030759363732, 1.2904893670877928, 5.961435488201807)","(9.277181343636201, -1.372129975451708, 3.9586189200131896)","124","7201","13500","7254","13500","7498","13500"
"(-6.29743001660847, -0.9185438075670955, 5.294761846939952)","(-6.620790052661148, 3.352600398153463, 3.6256974083855265)","125","1446","13500","1743","13500","1898","13500"
"(-7.668549847692792, 1.9046480170437228, -3.383409928132654)","(8.755953689989802, -7.235311869651868, 4.069563074939836)","126","1666","13500","1985","13500","2288","13500"
"(-3.839715247966438, -0.18259754259178532, -3.7004140476524956)","(6.34099213780744, 7.282219980327483, 3.792069014886269)","127","7210","13500","7127","13500","7128","13500"
"(-4.574235785974422, 4.8452068669483515, 3.514510040643256)","(4.323606667356971, -4.864912516807173, 4.372788710636535)","128","1692","13500","1998","13500","2374","13500"
"(-4.548873310878217, -5.094032552961781, -6.218098398077999)","(-9.267228953301155, 3.126661186101199, 4.200562887090505)","129","7575","13500","7592","13500","7600","13500"
"(0.2745379514569382, -6.76443267397427, 4.78984759066987)","(-7.988107586279563, 5.27903225674609, 3.840113177330081)","130","7170","13500","7009","13500","6787","13500"
"(7.614206618696601, 6.034401662248668, 2.0725423793707045)","(1.0611947345118473, -2.150351291231103, 3.9645502970303923)","131","1095","13500","1154","13500","1054","13500"
"(1.606100713177738, -5.057436393936693, 3.219781392873525)","(5.680537366943128, 6.480957127738776, 3.6465210273006408)","132","7101","13500","7008","13500","6973","13500"
"(3.9300654709593736, -3.972148949994101, 1.300138748729583)","(-2.4802144664514003, -3.344491104078065, 4.233705148489868)","133","1522","13500","1775","13500","1974","13500"
"(-1.0769946541402522, -5.2325514416801076, 4.801492070384573)","(-9.79252655666789, -0.5672325544551562, 3.516920394941738)","134","7103","13500","6886","13500","6750","13500"
"(1.1816062521242336, -0.6945369450552855, 8.905972780766401)","(-6.96182587730199, 7.978420096936286, 3.698657776630493)","135","7231","13500","7112","13500","7034","13500"
"(1.853145957143894, -4.459427272267142, 4.316953556071744)","(-9.771904569487864, 4.27542384234345, 3.948789180676645)","136","7327","13500","7228","13500","7126","13500"
"(3.279937065525427, 2.9838681140083025, -0.3778532233195803)","(-5.283218210079006, 8.594396191777555, 4.160262615717344)","137","7304","13500","7343","13500","7262","13500"
"(-0.5007453246418813, -9.414509052655076, -2.165255202098341)","(9.72930981308383, -5.1777275176382, 3.869204539958501)","138","7131","13500","6952","13500","6842","13500"
"(5.906353679541643, -3.3517204040316857, 1.926214265149624)","(-1.6289824093784198, 4.904239950297253, 3.992551725030909)","139","1891","13500","2205","13500","2462","13500"
"(-7.313553603080997, 6.44498591949885, -1.6480315494385083)","(8.928117191950069, -4.414523148883642, 4.1011146506187535)","140","2129","13500","2498","13500","2740","13500"
"(-2.36578190802779, 1.6426348838201779, -4.825032956667875)","(-3.805806181381657, -6.284574422727031, 3.6609300442023898)","141","6850","13500","6639","13500","6619","13500"
"(7.820557466761034, -4.023515730120289, -0.19320200333422083)","(7.908230871996029, 8.074286278583045, 3.8626432888925786)","142","7144","13500","7080","13500","7044","13500"
"(3.0990443873529006, 6.350929150577768, -5.473406589232372)","(-3.7381857111863077, 5.149537448167376, 3.7443981596200584)","143","7286","13500","7294","13500","7392","13500"
"(-9.671343780120367, -1.0534112400659161, -0.28484777344863094)","(4.309133245751815, -6.455338137750681, 4.375380604246947)","144","1622","13500","1839","13500","1966","13500"
"(-0.18108019342001958, -4.04177689244263, -4.483921327027311)","(-0.41411198555856643, 7.321130551068663, 3.693259629101532)","145","2055","13500","2412","13500","2674","13500"
"(-3.474773906717305, -2.816853928841096, 4.507922005894001)","(9.447051306015151, 6.237888669201322, 4.246239451789555)","146","7269","13500","7295","13500","7357","13500"
"(5.732549706595584, 5.83290323282431, 5.672335429801581)","(8.544764027752063, 1.3593179152797106, 3.92912502083976)","147","1888","13500","2248","13500","2529","13500"
"(-5.428227089011977, 2.03369514269196, 6.839308643646156)","(-8.324463270162848, -8.519873390038537, 4.352960285186507)","148","7303","13500","7181","13500","7059","13500"
"(-4.359581780840257, -4.093881489573764, 4.907543070435781)","(-4.03500411663712, -1.402566442952324, 4.49163469370639)","149","853","13500","814","13500","948","13500"
"(0.41208913105495143, -4.495060918050978, 5.294687799688217)","(-1.8461103417153346, -9.164374059600862, 4.326009825122199)","150","1723","13500","1959","13500","2212","13500"
"(3.1532394900129668, 1.365698282825623, 4.829354495405643)","(8.414128534117221, 0.7959763034016554, 3.780363790468138)","151","1707","13500","1888","13500","2164","13500"
"(-1.4453248562639578, -4.134051203157712, -6.040965389421831)","(7.721091442248561, -8.206737677576424, 4.45474297432555)","152","7246","13500","7302","13500","7235","13500"
"(2.099293067663331, 6.060991790264105, 3.52853102695539)","(3.03319771213895, -0.9697294778971806, 4.049752018282076)","153","849","13500","750","13500","711","13500"
"(-2.6191931027508666, 4.6979094822873595, -6.486319606025585)","(-9.699320605721788, 3.8581772048839884, 3.6982042316500774)","154","7478","13500","7338","13500","7318","13500"
"(-1.9881946290620518, -8.374843975197539, 1.2319442321488239)","(3.5278969094836317, -4.225275163897173, 3.5469464906399866)","155","1522","13500","1549","13500","1491","13500"
"(5.945653819841461, 0.09664239043238414, 7.113277684711511)","(5.306669085515956, -5.777116940766922, 3.8492011121916128)","156","1935","13500","2355","13500","2558","13500"
"(-1.6170516756069402, 3.8346626209460113, 2.1907621821022274)","(-7.280836199714271, 3.7251163751407557, 3.5004466726872834)","157","1587","13500","1698","13500","1815","13500"
"(2.5438835532329303, -3.9251766281728893, 1.9606109495254163)","(0.5495698711593668, -2.790810577627905, 3.6939233057968357)","158","808","13500","803","13500","923","13500"
"(-2.487232525091023, 3.6285684143502897, 4.453076516617616)","(-6.228155442854241, 0.06790182093604713, 4.433904403310218)","159","2026","13500","2421","13500","2627","13500"
"(-2.230860687091323, 4.07439284222897, 3.42130970801682)","(-0.11585871318691865, 3.62351183320599, 3.625060840755208)","160","785","13500","695","13500","590","13500"
"(-1.0145402463912456, -6.108860832695665, 4.812977705718516)","(3.626371664231021, 0.6462393549905201, 3.7609238568557704)","161","1138","13500","1262","13500","1247","13500"
"(-3.2099376326270397, 8.650169437349227, 3.1932588464723324)","(-4.675330425106363, -2.931001120275571, 4.359396118122459)","162","6971","13500","6988","13500","7028","13500"
"(0.5630491308547815, -6.186076067586613, 5.5797375497782715)","(2.8002534218969437, -3.4446832073962907, 4.113224830249307)","163","809","13500","687","13500","587","13500"
"(2.4041008651465767, -0.8984253126563312, 6.8117438657835425)","(-2.4660574516013316, -2.5164842833706285, 3.5790079073622882)","164","510","13500","350","13500","314","13500"
"(-6.333392408747423, -6.646653790675763, -0.3900213314627402)","(3.065472677146225, -7.470335038801301, 4.184927516497357)","165","7007","13500","6909","13500","6820","13500"
"(3.9385306781588074, -6.128142652211771, 2.471099694716214)","(8.327352517259051, -1.4269618651959544, 4.46426306058288)","166","1722","13500","1965","13500","2156","13500"
"(-4.895933879373046, -3.133419861144523, -6.030282644125311)","(7.501561321902695, -6.7933149306554474, 3.5260013687558303)","167","7174","13500","7083","13500","6925","13500"
"(3.951319319600543, 3.4724220448390524, 5.997664530202193)","(-6.5620981261778315, 5.444525592010361, 3.751111333391933)","168","6920","13500","6793","13500","6867","13500"
"(8.902591081173146, 1.30187103656437, 3.743486741766793)","(-7.585228827018511, 2.6374515946872954, 4.429341571703642)","169","1682","13500","1977","13500","2234","13500"
"(0.4418787640241446, -3.7824523830452104, 1.1220111574499543)","(-6.805806679981952, -0.8332676158707812, 4.174667955569576)","170","7087","13500","7166","13500","7174","13500"
"(-2.308145955885013, -4.171995210484059, -3.753893179557947)","(4.176661637598693, -7.877419670581833, 3.551761827809428)","171","7250","13500","7193","13500","7177","13500"
"(-4.311482761698874, -6.7393656343741215, -1.3665406128656978)","(-6.600056419616365, -0.7749319680861788, 4.169495619105847)","172","1628","13500","1857","13500","1930","13500"
