"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-0.3367455219290501, 4.160116806024978, -4.3104559635483195)","(-1.2908288519622175, 0.8756603237181899, 4.312499350641364)","23","46","4500","26","4500","0","4500"
"(-0.3159995948797116, -4.866901911530718, 3.49476895367555)","(9.040556537141388, 6.939743120833313, 3.815786366815676)","24","3198","4500","3282","4500","3380","4500"
"(-5.593458833499495, 1.730241063526915, -1.3112910203428207)","(1.0776509435927792, -3.8053883792988135, 4.048006723839417)","25","148","4500","64","4500","50","4500"
"(0.509709395364925, -3.052615123304819, 5.140207898640621)","(7.135547268689589, -1.1587566500793312, 4.230871916454977)","26","180","4500","156","4500","154","4500"
"(-3.8830315143865204, -3.2987820395303418, -3.168612206306282)","(2.590108091383275, -6.952532711332962, 3.9033102916570903)","27","382","4500","434","4500","399","4500"
"(-4.3074533629321765, 2.4891777217076596, -3.354078084350236)","(-6.226754702956539, -0.11450701265897933, 3.7173440021011555)","28","308","4500","288","4500","272","4500"
"(3.054365582492734, -4.8564654632206805, 1.7565859196260676)","(5.35848941539915, 1.4373192821600522, 3.7939842060961833)","29","180","4500","116","4500","88","4500"
"(4.580923311957913, 0.6525554470343958, 3.8195959208411403)","(-5.210245310910258, -2.1801883494052436, 3.8168258624280114)","30","295","4500","314","4500","287","4500"
"(-0.15534622725874778, 2.737891710620874, 5.336648436105753)","(-5.3809861645459955, -9.644779429217284, 3.915083043251903)","31","3508","4500","3573","4500","3685","4500"
"(5.181891724554059, 1.825512170786615, -2.411535500320926)","(-7.034065584029971, -9.970887152590972, 3.5180166805770066)","32","290","4500","248","4500","269","4500"
"(-3.3486202730920476, 4.291877287683004, -2.5231986870057876)","(6.014819849127637, -2.4096151314829717, 3.554837665933399)","33","78","4500","76","4500","26","4500"
"(5.814516554441123, -1.1341781224709941, 0.9513344441563701)","(4.4709343754849264, -8.0379076837008, 4.267929553174717)","34","322","4500","262","4500","262","4500"
"(-2.639995431333545, 5.379136525429768, 0.30873024361951307)","(9.403297088784939, 8.188273622787662, 3.651239151933003)","35","3577","4500","3593","4500","3607","4500"
"(-2.299570193399399, -3.555235084492734, 4.2511504818838155)","(0.018348641444664082, 7.869151815252195, 3.5874557955743542)","36","361","4500","312","4500","211","4500"
"(-3.2443171335879564, 3.9220284845055806, -3.1768064000556415)","(-6.76956246808089, 2.066306940770703, 4.25025394514452)","37","358","4500","355","4500","313","4500"
"(2.255827633793085, -4.8763138971522055, 2.670731072769358)","(5.152367616687403, -6.644142907886144, 3.5528613379101914)","38","206","4500","198","4500","158","4500"
"(3.747050292515555, -2.972407725449711, -3.622762263666493)","(7.742643052192804, -6.581558108692782, 3.799134596623629)","39","373","4500","301","4500","216","4500"
"(-2.946957282506392, -4.497874533530108, 2.6616850782359385)","(8.114841221577556, 7.411432761185122, 3.9673217819637387)","40","354","4500","289","4500","240","4500"
"(-3.1051499141807732, -1.8468150128992618, -4.790335929618405)","(-5.420458693526142, -9.142205517161008, 3.8469712190012384)","41","3157","4500","3274","4500","3381","4500"
"(0.6585543174243523, 4.382007409668068, -4.045283336506342)","(-6.9147127755499005, 0.4299193666189165, 4.350537532010805)","42","458","4500","402","4500","380","4500"
"(-0.7677107358530487, -5.408585899824496, -2.481495273071383)","(8.043374168315577, 6.436934041166825, 4.308725704682292)","43","208","4500","173","4500","181","4500"
"(-5.5582702673690205, 0.9030329818572261, 2.071270882467952)","(5.468284955454525, 0.15071606934929527, 4.102952933363768)","44","38","4500","22","4500","116","4500"
"(0.6487014225835881, -3.419819032001812, 4.887128426049004)","(1.560613932984836, -6.687221804686958, 3.741829969542401)","45","118","4500","90","4500","70","4500"
"(-4.362202219950292, 3.059852098505829, 2.7583503997009196)","(8.674367407242084, 6.30505720930627, 4.299597314810727)","46","3487","4500","3596","4500","3647","4500"
"(-2.9001673954596567, 1.9480567551271355, -4.877920044149583)","(-0.16781551686402985, 5.107983956069109, 4.335009158386123)","47","356","4500","266","4500","208","4500"
"(-1.9437991731573796, -3.755758595415515, 4.256280318235063)","(-3.16153635972122, -9.750655033112379, 4.159809530948583)","48","224","4500","196","4500","212","4500"
"(2.4061553469673798, -4.175034985028991, 3.574842558777136)","(4.8262030477497575, 3.4269951420009512, 3.5495721696921683)","49","308","4500","226","4500","130","4500"
"(2.453301207582832, 3.9912757851778853, -3.748470460271132)","(1.5122464196881946, -1.7330379496139727, 3.8733448594712634)","50","28","4500","14","4500","0","4500"
"(-2.095018626511574, -2.6325656628903076, -4.967946757478432)","(-1.3129501143084426, -2.0104640177502393, 4.2447242398669385)","51","62","4500","66","4500","10","4500"
"(-1.5762680524691688, -5.436523778442105, 1.9898714112219984)","(-0.728924643330739, -0.85886445739553, 4.147874237916817)","52","72","4500","56","4500","44","4500"
"(3.9801921398386577, 3.8466101186145676, 2.315526101200025)","(4.197616080242668, 1.4276709547312283, 3.6315450150593467)","53","6","4500","4","4500","0","4500"
"(4.648960921458462, 3.58612234719994, -1.2356734445901472)","(3.8771943494158467, -6.1614266263399315, 3.673297310352863)","54","308","4500","343","4500","312","4500"
"(1.22119118461693, 5.6461579530548045, 1.621601819118949)","(1.0335893606416633, 3.3045405777706893, 4.026689677536675)","55","0","4500","2","4500","0","4500"
"(1.5209285232211898, 2.1468466267689688, -5.39238592724806)","(-1.582212727186068, 6.16113532750877, 3.519637746376769)","56","290","4500","304","4500","314","4500"
"(5.087160863793717, 2.4064758564498554, -2.0807855002881697)","(3.666712273352232, 1.9538071015455323, 4.323034560081097)","57","187","4500","172","4500","156","4500"
"(-1.4721162611160616, 5.628879511673622, 1.4658066573796809)","(-9.330658839796175, -9.029313976112306, 4.282301556639946)","58","3352","4500","3392","4500","3439","4500"
"(5.169963532799773, -2.2392552705330946, -2.063301457109512)","(-5.819542172843802, -2.933994142769807, 3.7223236719741046)","59","268","4500","226","4500","138","4500"
"(4.8990759933982, -3.2088559866196067, -1.304721298992605)","(-6.692930328192801, 8.560590523381272, 4.060476069123937)","60","280","4500","244","4500","292","4500"
"(1.8182329167839915, 4.926471236331949, -2.902397322545131)","(2.9351412385445492, 8.650958286181037, 3.983742011713035)","61","336","4500","254","4500","210","4500"
"(-1.047307003188263, -5.392380845896332, -2.4135817479180575)","(-9.50636844786115, 6.721793912509305, 4.256586081773866)","62","3451","4500","3508","4500","3554","4500"
"(0.5526398010267362, 3.4910633054041114, -4.848408630466501)","(1.375509255077425, -7.923733818462679, 3.5952718811659574)","63","210","4500","228","4500","204","4500"
"(3.6810702478140684, 4.204729559620697, 2.1840263645638562)","(7.8540542891762115, 3.016428897451995, 3.889584289705291)","64","93","4500","136","4500","162","4500"
"(3.0604523606799647, -4.589224507477918, 2.3606460488545262)","(9.27990106799875, 4.110995529860141, 3.855759201494675)","65","3532","4500","3582","4500","3674","4500"
"(4.737709211381216, -1.9275743376413097, -3.1366492633477896)","(2.378067303369175, 9.98391818915265, 3.9106824609968918)","66","2970","4500","3054","4500","3135","4500"
"(0.0541215806759467, 3.966230731146573, -4.501786827673391)","(8.33486345570946, 4.399738683812464, 4.152940501766122)","67","3609","4500","3680","4500","3740","4500"
"(-0.019283414958910984, -5.322863682078532, -2.768889736323367)","(6.19952321665005, 8.30616397618931, 3.5952772831823854)","68","300","4500","261","4500","293","4500"
"(3.108018896036518, -1.5685705905056608, -4.886696721148211)","(-4.139621392347781, 7.432847312607986, 4.150710269034266)","69","316","4500","293","4500","310","4500"
"(4.036923081584318, -4.093427137662125, -1.7167138090034182)","(2.5461380849759685, 9.981947883362416, 4.29185804911727)","70","373","4500","342","4500","277","4500"
"(-4.492172066413474, -3.8099460275485404, 1.1422352616259044)","(-1.0623842972171005, -7.910360905769915, 4.399303389814529)","71","252","4500","178","4500","198","4500"
"(3.1449489224856184, -4.015631092098207, 3.1597473327990513)","(6.37837255640331, -0.398449929225551, 4.237628552354087)","72","196","4500","202","4500","208","4500"
"(2.9300106277284574, -4.326756116975987, 2.948596144881351)","(1.629950071281991, 6.400991464711861, 4.445046008369511)","73","3441","4500","3459","4500","3522","4500"
"(4.391917746584149, -2.6527767216044946, 3.1102787933805103)","(6.9971910137666065, 5.391078164011404, 3.8317621866525267)","74","409","4500","359","4500","359","4500"
"(-5.2049312675263035, -1.9565390928527828, 2.254028677383197)","(0.2349163706179862, -1.1187949399782848, 3.5576182759361235)","75","28","4500","24","4500","12","4500"
"(-4.219385139989329, 2.4075924649312412, -3.5214042033318957)","(-5.247058359988753, -0.2475073841328843, 4.009832534153238)","76","1926","4500","2172","4500","2374","4500"
"(-4.3028403219822025, -0.4218867164971387, 4.160237584798176)","(-9.040115981786814, -2.287523727033756, 3.619759695326896)","77","209","4500","215","4500","258","4500"
"(2.538500780241389, -2.955579079495315, -4.5629558504946655)","(3.5585553154341802, -2.792869123457291, 3.7438064005728324)","78","190","4500","132","4500","64","4500"
"(-2.178930972748165, 2.7018470130067826, 4.894106918969493)","(-1.2710856664054422, 2.406622120269857, 4.418588090129175)","79","4","4500","0","4500","0","4500"
"(0.6989984842270256, -2.824597521300704, 5.24719448483761)","(-4.730941521985832, 1.423150398084843, 4.103836363167303)","80","298","4500","196","4500","124","4500"
"(-1.8148345479537653, -1.494611942633664, -5.520191183690133)","(2.6944855075631224, 8.973796814493525, 4.243561629413307)","81","326","4500","322","4500","292","4500"
"(-5.237566573984391, -0.9896241896378537, -2.754730539701665)","(-5.133266338263205, 5.586520156220114, 4.385038089055467)","82","3798","4500","3820","4500","3796","4500"
"(4.349992995876955, 1.6078733310105842, 3.806875922228928)","(-1.6855304770514774, 3.479102508503777, 3.7296912049022706)","83","88","4500","66","4500","28","4500"
"(-3.351758020025454, -4.650377613939381, -1.7719216187423543)","(8.489564276430766, 5.143611323606944, 3.7963830898537796)","84","242","4500","204","4500","250","4500"
"(-5.9670817664380875, 0.6257013635483887, 0.04932541227197442)","(-4.5781508473176125, 2.4067315648302703, 4.477509520738442)","85","62","4500","108","4500","158","4500"
"(2.0791498192018714, -2.578061453132372, -5.003072573247946)","(-3.574875082405069, -1.631407189383065, 4.204943210741541)","86","158","4500","92","4500","40","4500"
"(5.5791985093624685, 1.5273334016708682, 1.5936739545051577)","(1.1988744642066447, 7.15082008847245, 3.7703762312270133)","87","343","4500","328","4500","352","4500"
"(-1.0678238280719363, 3.8169000958186334, -4.504556130268719)","(1.732232356674448, -6.434505234743744, 4.403202471010967)","88","100","4500","126","4500","116","4500"
"(1.0265465968143703, -4.640410364640363, -3.6623481173022205)","(9.121220793494796, -1.2346014611271414, 3.7737763008545464)","89","3665","4500","3747","4500","3790","4500"
"(3.676814712164042, 3.980617081133021, 2.5759893683410415)","(9.539754347650863, 1.8544673763295432, 4.278069538584926)","90","292","4500","268","4500","228","4500"
"(4.53235937640555, -0.6610738146162594, 3.875654769808246)","(7.988836989210199, 5.327831737081878, 3.9783374781724534)","91","356","4500","319","4500","334","4500"
"(-3.4348727123533074, 0.6444844274247192, -4.877118952079974)","(9.481322845582497, -3.7511282938865502, 3.769322113897108)","92","336","4500","301","4500","272","4500"
"(-2.3666673274183987, 4.313126870089819, -3.4345046751808996)","(2.355681819001356, 5.830189727581212, 4.165941260057881)","93","3391","4500","3550","4500","3697","4500"
"(-1.677937402635567, -5.747585394850105, -0.3870248076575607)","(2.109876598667933, -1.1283791147867852, 3.990861903581327)","94","24","4500","58","4500","66","4500"
"(-0.4759883784698119, 5.181398375825735, -2.9877325741357974)","(-0.02036514632157349, -3.1379649993779513, 3.5771292122657457)","95","6","4500","0","4500","0","4500"
"(-4.101023332053548, 1.9958032747234353, 3.8985095765632836)","(-8.095134812996672, 3.186669773159686, 3.5959084299176496)","96","267","4500","262","4500","269","4500"
"(-0.6151865726036342, -0.43596006191590725, -5.952435157589075)","(1.2666709157685307, -3.23771027042935, 3.8976139514277146)","97","60","4500","30","4500","26","4500"
"(-3.253433862203397, -0.24253199950467708, -5.035508547652813)","(9.637051515232361, 7.222486040757584, 4.230316194095249)","98","2345","4500","2391","4500","2394","4500"
"(-3.026843159103743, -5.169873100865539, 0.33261480895145334)","(-3.1787500949548413, -5.938426580286295, 4.305958873194636)","99","99","4500","126","4500","161","4500"
"(4.646361190393206, 0.9963968780440821, 3.663129938977301)","(-1.1414966206310737, 1.8664587258312935, 3.6787409315975226)","100","52","4500","52","4500","28","4500"
