"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-3.9111378173049176, 4.423150273498899, -1.0671188462837413)","(-6.9231819887561645, 1.3161433373801383, 4.125622583452441)","65","1366","4500","1423","4500","1632","4500"
"(4.120019036419608, 0.5038462892500839, 4.332618383420003)","(7.8558960137661735, -7.492091180407526, 4.484544827363352)","66","708","4500","601","4500","584","4500"
"(2.041037623581567, -3.565479612776959, -4.372816089203429)","(-8.934578776838961, 7.038246216678278, 4.162465196647886)","67","773","4500","738","4500","816","4500"
"(2.35720690012465, 5.128634279021943, 2.034867578503771)","(-4.156438541830427, -0.3036010470696322, 4.43794060183435)","68","4031","4500","4026","4500","4022","4500"
"(-1.6995100225434254, 4.418572131435938, 3.6861749826306567)","(5.102425488115772, 9.327414391062401, 3.6297783368760106)","69","745","4500","644","4500","681","4500"
"(3.0436082631079575, -2.334752150070076, -4.613608255853992)","(-9.68647651601406, -2.493971884484967, 3.8147494680439937)","70","816","4500","723","4500","786","4500"
"(2.5858382519151224, 2.8988381859846863, 4.572764777069728)","(-7.755994116941116, 4.007116483350915, 4.449715889888114)","71","3930","4500","3958","4500","3996","4500"
"(4.8389336004930765, 1.5646371737174185, -3.183807802716849)","(-4.97799572074668, -9.119348799820449, 3.5956413773026026)","72","901","4500","824","4500","952","4500"
"(1.8481971890820914, -4.376489764929781, 3.664765270482398)","(-8.535480135486878, -2.170376615835665, 3.7425948456364506)","73","3836","4500","3809","4500","3807","4500"
"(2.3226375533925254, -2.2216525151019226, -5.066519011877099)","(8.67538404305434, 7.536928244415609, 3.9779372441206844)","74","3815","4500","3841","4500","3898","4500"
"(4.177552034459906, 4.110701169990252, -1.284599116619915)","(-7.427529022030599, 5.385388547487448, 4.260186270977665)","75","3581","4500","3623","4500","3678","4500"
"(-2.7964557344871066, -5.171005299726624, -1.200224776970273)","(-3.8525705118086933, 7.0122065024744344, 4.088244610868125)","76","1150","4500","1127","4500","1169","4500"
"(-2.7054615573967293, 4.195554865102096, 3.328332485700098)","(-8.335141718560982, -8.780734845944345, 4.192721908170706)","77","3949","4500","3977","4500","3961","4500"
"(-1.381997540983418, -2.2710744035731687, 5.378875705028939)","(7.63610207598823, -3.8074235306654387, 3.9238992246654143)","78","3788","4500","3844","4500","3889","4500"
"(-3.2641291917181197, -2.0591370690867943, 4.5940630329248044)","(0.22760229923882136, -7.152028705973061, 4.036286552103969)","79","1323","4500","1330","4500","1501","4500"
"(-4.027506731506627, 4.4351385246016175, -0.3297511110874534)","(3.373370669521572, 5.02868610955138, 4.4780646173783)","80","4006","4500","4003","4500","4019","4500"
"(-3.555241063907441, 3.9825771947858564, -2.7384922612777105)","(8.599923185601398, -0.9608366293969759, 3.9484582487278157)","81","1334","4500","1359","4500","1460","4500"
"(3.358884769597512, -4.695946633532372, -1.6327823858622006)","(7.474076262365767, 0.6433575136929015, 4.498769452343133)","82","3600","4500","3658","4500","3723","4500"
"(3.880294711294418, -3.0316406089168435, 3.428187301164695)","(-1.1806249142847491, 8.551580504064237, 4.175173380661129)","83","3468","4500","3548","4500","3626","4500"
"(-2.2235170615525806, -3.4469096429680772, -4.378902349927235)","(-9.655865297965535, -6.626759536550049, 4.135404338224083)","84","3043","4500","3191","4500","3354","4500"
"(2.6508702391493517, 4.193986477439055, -3.3739241844254018)","(9.63146420870855, -7.658648909636998, 3.986071634277444)","85","3837","4500","3837","4500","3862","4500"
"(-0.12749839441354666, 2.474304445793869, 5.464573329084958)","(9.651512062581268, -7.461952677855887, 3.5524136839860105)","86","4108","4500","4122","4500","4102","4500"
"(0.3593794315357666, 4.515335357900788, -3.934792628573962)","(6.147426124734544, 2.6600819515023097, 4.027898866865288)","87","3787","4500","3806","4500","3809","4500"
"(-3.2887584867127666, 2.2508083661559555, -4.485301474250878)","(0.727033934090084, -5.4496459457075, 4.219895729924796)","88","829","4500","841","4500","714","4500"
"(0.557403777200996, -5.325124156088603, -2.7078319282045014)","(-7.380600274290348, -1.0480659363522289, 3.7070909882216947)","89","3773","4500","3798","4500","3819","4500"
"(-4.333367102161754, -2.9029528666462596, -2.9656018296346716)","(-4.639823481643759, -1.0267391410571332, 3.843556419833753)","90","1069","4500","1127","4500","1247","4500"
"(-3.164559994339871, -3.182014143484432, 3.982504994709821)","(-7.130781251797855, -0.09105203020095587, 4.0737631089482065)","91","1280","4500","1319","4500","1517","4500"
"(-3.878821355695119, 1.1274450048923492, 4.436621761154176)","(0.7035820708109206, -7.620901831166407, 4.470548672104107)","92","3832","4500","3835","4500","3823","4500"
"(-2.9075971424533056, -4.676716977549941, 2.3820573395897737)","(5.940762588803443, -8.241068601819336, 3.9818079754591746)","93","3576","4500","3636","4500","3724","4500"
"(-2.108993328078004, 4.86720393137815, 2.804010169828123)","(4.644735315514959, -8.662162538306484, 4.4659990322252545)","94","3256","4500","3312","4500","3433","4500"
"(-4.378765090008773, -4.033861915638784, -0.7445631820600922)","(0.8965430635912028, -7.068063956925988, 3.5241425811022458)","95","1047","4500","1022","4500","1100","4500"
"(-0.2297417441228671, 3.0859119852036727, 5.140463592963548)","(7.812600610139974, 0.07672311840929602, 3.96105948421053)","96","3829","4500","3876","4500","3924","4500"
"(4.1756236632672845, 0.729028772409194, -4.2464907949696356)","(-0.34149696737257607, 1.7931550588818919, 3.60153908290179)","97","160","4500","94","4500","0","4500"
"(-0.6024071564748765, -5.055862271078468, 3.1741711223110074)","(1.7326478391472584, -5.34375322067822, 3.5643838607816405)","98","660","4500","586","4500","486","4500"
"(5.2261807672024165, -2.4538972308330513, -1.6326123143702653)","(3.7725451324644776, -2.6612703827487483, 4.264041588099493)","99","1518","4500","1646","4500","1849","4500"
"(0.02426601483941644, -0.7278873373928121, 5.955635246099867)","(4.341041577437254, -9.362105601609594, 3.9879593115652656)","100","3454","4500","3510","4500","3585","4500"
