"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-2.1495551832476965, 5.263226774969989, -4.18252134785729)","(-6.026304240915284, 4.981856550937064, 3.812548759801076)","65","705","13500","804","13500","950","13500"
"(3.5555344678680383, -1.9701791636882857, -5.761628300627642)","(-2.759816176312957, -0.32471472535346635, 3.5520069771684506)","66","26","13500","8","13500","12","13500"
"(7.490079331047841, 5.122441424414924, 0.5356474515925685)","(-5.543653310018772, 0.007222020652395855, 3.652647624982771)","67","328","13500","293","13500","150","13500"
"(-2.1875336792452043, 6.590312300497235, 6.4764582147160645)","(8.02581245819987, -9.865831152330758, 3.5371232627208213)","68","2537","13500","2915","13500","3427","13500"
"(-5.58792635239259, -4.518379684399012, 1.7463991551578224)","(-5.047184017783513, -8.156251217842359, 3.582788398536023)","69","434","13500","502","13500","552","13500"
"(-6.67394466185727, 3.1736875781447305, -6.605470238345689)","(1.9618507453867924, -0.5649649004009145, 3.52331511790374)","70","6","13500","0","13500","0","13500"
"(2.5491847134448133, 5.514051377060903, -1.031119585853496)","(-2.2565843780442307, 0.8859760974172133, 4.350333952654557)","71","250","13500","245","13500","118","13500"
"(0.5929021371494657, 4.990809492999204, -8.311234549272422)","(-1.630211299540015, -5.594345141475379, 4.482251541073612)","72","222","13500","65","13500","36","13500"
"(5.7630333510179135, -4.676490398683823, 4.467599483207196)","(7.670051054870058, 3.8597101152163997, 3.5896113387431967)","73","750","13500","699","13500","518","13500"
"(-2.4933634433642307, 1.4676412995599122, 3.80534753502223)","(4.7403408246407395, -1.3956152940800433, 4.25353704889906)","74","686","13500","710","13500","700","13500"
"(3.3630743176995423, -6.563378423173714, 5.193062357310771)","(2.982579239386986, -4.599014675805653, 4.310223845510048)","75","193","13500","158","13500","44","13500"
"(-3.6277367750028624, 0.6284796123073315, -6.602750662318607)","(-2.0780655532517134, -6.901138598304923, 4.065353356206464)","76","652","13500","582","13500","598","13500"
"(-0.8618018724649699, -8.551979295473823, 0.06641654828766708)","(-0.28884734431912484, -6.79547090169857, 4.235306376913744)","77","318","13500","257","13500","264","13500"
"(0.5979304120339819, 0.47291321668101377, -1.6585554843629164)","(8.946604531179943, -8.660530453171456, 4.267222524204302)","78","7159","13500","7085","13500","7189","13500"
"(1.4436444532772903, 3.3814732795771705, -0.02063743532754671)","(7.240810403121408, -2.572512989481293, 3.7494143484129445)","79","7289","13500","7309","13500","7272","13500"
"(0.4530798120816171, -0.49360875257380776, 5.042529181442286)","(-9.797437300983953, 5.633229181236242, 3.8253231522775395)","80","7033","13500","7066","13500","7036","13500"
"(-4.766256883317555, -6.162992170844254, 3.3159427411297613)","(7.956354880222278, -2.3541241887554136, 4.468109412706367)","81","7486","13500","7560","13500","7476","13500"
"(2.314091732149603, -1.7657907906189174, 0.2561074906978001)","(-4.790779946892156, 9.213796118166652, 4.146101062451788)","82","7467","13500","7454","13500","7499","13500"
"(4.245276380947868, -4.902419216462027, -1.5979869927105586)","(9.931723276214061, 9.236351163344501, 4.488324360670476)","83","7166","13500","7116","13500","7139","13500"
"(-4.729469655456981, -1.3188466949110143, -1.3335896907937694)","(-0.9832687249386289, -5.652420345093782, 4.439433226875307)","84","767","13500","864","13500","962","13500"
"(3.669561924388681, -3.8342675614277306, 0.5799717786854995)","(-4.245479840003954, -3.6338724163936202, 4.105193964920901)","85","4472","13500","3921","13500","3186","13500"
"(-7.636138994177956, 3.26638785120706, 0.6262151898365951)","(4.165091975668107, -0.20167649798236376, 4.053410275750543)","86","190","13500","134","13500","66","13500"
"(-1.1770139454005508, -1.1570199740708087, 0.5713461940060183)","(3.502903148912271, 5.227638802100881, 3.5197149338992295)","87","7527","13500","7509","13500","7483","13500"
"(6.103031461155982, -4.544886265810977, -0.07601984942266422)","(-6.010041557023131, 1.4872371731791212, 4.441399468687054)","88","350","13500","424","13500","413","13500"
"(-2.8622874781156256, 3.842823763836172, 2.9423163357785116)","(-8.022414533382005, 7.508694032290595, 4.018055852704525)","89","748","13500","823","13500","972","13500"
"(-2.158184388467555, 6.9910814317839245, -4.128367065919884)","(8.541788973411755, -2.899745392643622, 4.080023080045066)","90","583","13500","614","13500","684","13500"
"(-2.647541814837784, -5.922926857516522, -7.1797051258573275)","(-1.4975319788226074, -5.476327338512732, 3.540653832490271)","91","768","13500","774","13500","902","13500"
"(-4.888565374689203, -5.225173988204411, 1.3896659750160651)","(7.25445059786351, -2.502184091037483, 3.9268794520737096)","92","820","13500","895","13500","981","13500"
"(7.1690476271420005, 2.3927342324139387, 3.7078067896757227)","(8.30897914216721, 1.1612819812585187, 3.9270140812095944)","93","350","13500","325","13500","326","13500"
"(3.0141344569101864, -3.17403760332962, 7.586088472899194)","(4.614013484797304, 2.1178491452367982, 4.2045899015487045)","94","314","13500","167","13500","31","13500"
"(0.716834553577622, 5.965422702076848, 6.30899432829972)","(7.144375446902501, -1.4888231242911125, 3.9117722193688795)","95","651","13500","568","13500","555","13500"
"(-2.014161814104731, 1.756222329988015, 4.455935320063481)","(-5.455543389932256, -9.480636513287195, 3.992664187338647)","96","7249","13500","7327","13500","7245","13500"
"(-2.372077368895184, 5.2070760031885275, 4.837948992996939)","(2.0423727417549937, -5.921608049670255, 3.979089174826018)","97","7509","13500","7733","13500","7824","13500"
"(1.9355711754123668, 0.4333716931781454, 7.896416670156715)","(-6.104720205899097, -6.932741579113408, 3.768752471477088)","98","2747","13500","2693","13500","2398","13500"
"(-5.720965960084222, 0.2650186262311413, 6.369631099880723)","(-4.665297341664541, 3.627985421107372, 3.8331179813589467)","99","324","13500","169","13500","18","13500"
"(-1.3304670290799365, -4.666036596652623, -0.25970006802464185)","(-4.3141844926178585, -0.5341925314312626, 3.9365370144662015)","100","780","13500","806","13500","692","13500"
